f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,label
10,0,0,0,0.110274,-1,-1,66,0,0,0,0,4.15,1.03,0.01,4.7,50.0,9,57.0,70.0,2193,204469,0,0,2,142,76,0,72,1,0,0,1,20,26,87,0,0,0,0.417,1.000,1,-1,1
7,0,0,0,0.999036,-1,-1,-1135,0,0,0,0,4.06,0.77,0.01,4.7,33.0,10,58.0,84.0,937,75975,0,0,3,58,1193,0,-1,1,0,0,0,9,117,88,0,0,1,0.214,1.000,1,-1,1
5,0,0,0,0.023971,-1,-1,-793,0,0,0,0,4.39,0.01,0.13,5.5,50.0,8,57.0,83.0,102,779,0,0,3,21,814,0,115,1,0,0,1,2,39,84,0,0,0,0.500,1.000,1,-1,1
5,0,0,0,0.023971,-1,-1,-83,0,0,0,0,4.63,0.22,0.17,5.3,50.0,12,60.0,80.0,3217,18473,0,0,2,731,814,0,115,1,0,1,1,0,44,95,0,0,0,0.286,1.000,1,-1,1
5,0,0,0,0.023971,-1,-1,-323,0,0,0,0,4.76,1.03,0.02,5.4,50.0,14,57.0,82.0,2402,116120,0,0,2,491,814,0,115,0,0,0,1,10,16,93,0,0,0,0.200,0.500,1,-1,1
7,0,0,0,0.999985,-1,-1,-240,0,0,0,0,3.61,0.00,0.00,4.3,34.0,8,65.0,52.0,0,0,0,0,2,0,240,0,6,1,0,0,1,0,17,86,0,0,0,0.412,1.000,1,-1,1
7,0,0,0,0.999985,-1,-1,-227,0,0,1,0,3.55,0.00,3.00,4.2,33.0,8,64.0,52.0,3,0,0,0,1,13,240,0,6,1,0,0,1,1,23,92,0,0,0,0.375,1.000,1,-1,1
7,0,0,0,0.999985,-1,-1,-240,0,0,0,0,3.61,0.00,0.00,4.3,34.0,8,65.0,52.0,0,0,0,0,2,0,240,0,0,1,0,0,1,0,17,86,0,0,0,0.412,1.000,1,-1,1
7,0,0,0,0.041715,-1,-1,-1,0,0,0,0,4.65,0.01,0.07,5.5,50.0,12,56.0,84.0,49,741,0,0,3,100,101,0,100,1,0,0,1,1,44,88,0,0,0,0.583,1.000,1,-1,1
10,0,0,0,0.002739,-1,-1,-689,0,0,0,0,3.51,1.86,0.07,4.4,31.0,9,45.0,68.0,82468,1175116,0,0,0,524,1213,0,97,1,0,0,0,112,45,44,0,0,0,0.571,1.000,1,-1,1
7,0,0,0,0.041715,-1,-1,0,0,0,0,0,4.36,0.00,0.55,5.4,50.0,8,56.0,84.0,53,97,0,0,3,101,101,0,100,1,0,0,0,2,80,88,0,0,0,0.389,1.000,1,-1,1
10,0,0,0,0.002739,-1,-1,-869,0,0,0,0,3.78,0.75,0.10,4.5,29.0,9,54.0,81.0,6365,66823,0,0,1,344,1213,0,97,1,0,0,1,52,54,95,0,0,0,0.615,1.000,1,-1,1
7,0,0,0,0.999985,-1,-1,-240,0,0,0,0,3.51,0.04,0.00,4.1,33.0,13,50.0,40.0,0,3964,0,0,1,0,240,0,0,1,0,0,1,0,27,86,0,0,1,0.333,1.000,1,-1,1
11,0,0,0,0.009414,-1,-1,98,0,0,0,0,5.12,0.57,0.01,5.6,50.0,15,73.0,83.0,689,56302,0,0,1,98,-1,0,98,1,0,0,1,5,22,97,0,0,0,1.000,1.000,1,-1,1
11,0,0,0,0.009414,-1,-1,99,0,0,0,0,5.24,0.09,0.01,5.6,50.0,15,80.0,84.0,126,8692,0,0,1,99,-1,0,98,1,0,0,1,3,26,91,0,0,0,1.000,1.000,1,-1,1
11,0,0,0,0.009414,-1,-1,98,0,0,0,0,4.97,0.00,0.20,5.4,50.0,14,71.0,82.0,23,115,0,0,1,98,-1,0,98,1,0,0,0,2,17,97,0,0,0,0.615,1.000,1,-1,1
6,0,0,0,0.999999,-1,-1,-320,0,0,0,0,4.34,0.05,6.38,4.5,44.0,13,56.0,78.0,3734,585,0,0,2,341,661,0,169,1,0,0,0,17,21,103,0,0,0,0.200,1.000,1,-1,1
9,0,0,0,1.0,-1,-1,-2406,0,0,0,0,3.61,0.02,0.00,4.1,31.0,10,40.0,82.0,0,1159,0,0,2,9,2415,0,76,0,0,0,1,12,48,98,0,0,0,0.556,1.000,1,-1,1
6,0,0,0,0.999999,-1,-1,-361,0,0,0,0,3.86,0.02,0.07,4.2,50.0,6,52.0,76.0,133,1992,0,0,1,300,661,0,169,1,0,0,0,4,23,86,0,0,0,0.333,1.000,1,-1,1
6,0,0,0,0.999999,-1,-1,-517,0,0,0,0,4.02,0.02,0.23,4.4,42.0,9,56.0,78.0,321,1385,0,0,1,144,661,0,169,1,0,0,0,1,21,84,0,0,0,0.250,1.000,1,-1,1
2,0,1,1,0.001236,7,5,-82,0,0,0,0,4.09,0.08,5492.00,4.6,50.0,2,78.0,78.0,5492,0,0,0,0,7,89,2,40,0,0,1,1,75,11,37,0,0,0,0.167,1.000,1,106,1
2,0,1,1,0.001236,7,5,-47,0,0,0,0,4.38,3.00,0.06,5.2,50.0,8,70.0,70.0,100000,1544220,0,0,1,42,89,2,40,1,0,1,1,4672,40,81,0,0,0,0.143,1.000,1,106,1
2,0,1,1,0.001236,7,5,-67,0,0,0,0,4.42,1.22,0.01,5.2,50.0,9,69.0,69.0,22388,2392848,0,0,1,22,89,2,40,1,0,0,1,0,161,82,0,0,0,0.294,1.000,1,106,1
5,0,0,0,0.998526,-1,-1,-1179,0,0,0,0,4.08,0.02,2196.00,4.0,50.0,8,56.0,81.0,2196,0,0,0,1,36,1215,0,17,1,0,0,1,5,84,91,0,0,0,0.400,1.000,1,104,1
5,0,0,0,0.998526,-1,-1,-1198,0,0,0,0,3.95,0.01,634.00,4.0,50.0,8,52.0,76.0,634,0,0,0,1,17,1215,0,17,0,0,1,1,6,14,82,0,0,0,0.400,1.000,1,104,1
5,0,0,0,0.998526,-1,-1,-1165,0,0,0,0,4.09,0.00,199.00,4.0,50.0,8,56.0,82.0,199,0,0,0,1,50,1215,0,17,0,0,0,1,3,40,86,0,0,0,0.400,1.000,1,104,1
4,0,0,0,0.051852,-1,-1,-1734,0,0,0,0,4.33,0.00,3.91,5.5,50.0,9,52.0,79.0,180,46,0,0,1,123,1857,0,4,1,0,0,0,2,17,89,0,0,0,0.500,1.000,1,-1,1
4,0,0,0,0.051852,-1,-1,-1787,0,0,0,0,3.61,0.00,53.00,4.7,31.0,11,36.0,72.0,53,0,0,0,1,70,1857,0,4,1,0,0,0,1,31,96,0,0,0,0.400,1.000,1,-1,1
4,0,0,0,0.012148,-1,-1,-539,0,0,0,0,4.25,0.00,5.00,5.2,50.0,9,52.0,77.0,5,1,0,0,0,97,636,0,-1,1,0,0,0,0,28,0,0,0,0,0.333,1.000,1,-1,1
3,0,0,1,0.002148,-1,-1,95,0,0,0,0,4.55,3.00,0.10,5.3,50.0,10,62.0,82.0,100000,1006079,0,0,2,95,-1,0,95,0,0,0,1,3383,37,85,0,0,0,0.167,0.000,1,-1,1
4,0,0,0,0.001537,-1,-1,-795,0,0,0,0,3.98,0.00,37.00,5.4,50.0,10,52.0,45.0,37,0,0,0,0,37,832,0,10,1,0,0,1,0,11,41,0,0,0,0.400,1.000,1,-1,1
10,0,0,0,0.999917,-1,-1,3,0,0,0,0,4.94,0.01,37.94,5.6,50.0,15,60.0,85.0,1252,33,0,0,3,830,827,0,830,1,0,0,0,0,77,92,0,0,0,0.625,0.667,1,-1,1
3,0,0,1,0.002148,-1,-1,131,0,0,0,0,4.68,2.41,0.05,5.3,50.0,11,63.0,86.0,100000,1947477,0,0,3,131,-1,0,95,1,0,0,0,1224,68,113,0,0,0,0.100,0.000,1,-1,1
9,0,0,0,0.155021,-1,-1,-621,0,0,0,0,3.12,0.34,0.04,4.2,26.0,6,39.0,71.0,1203,32775,0,0,2,98,719,0,-1,1,0,0,1,4,44,95,0,0,1,0.400,1.000,1,-1,1
10,0,0,0,0.999917,-1,-1,-33,0,0,0,0,4.55,0.01,0.35,4.8,40.0,14,63.0,83.0,163,461,0,0,2,794,827,0,830,0,0,0,1,0,17,98,0,0,0,0.500,0.600,1,-1,1
4,0,0,0,0.999818,-1,-1,-936,0,0,0,0,4.56,0.03,0.51,5.3,50.0,11,57.0,84.0,965,1882,0,0,2,634,1570,0,540,0,0,0,1,0,29,84,0,0,0,0.250,1.000,1,-1,1
4,0,0,0,6.38E-4,-1,-1,3,0,0,0,0,4.34,0.17,12.04,5.1,50.0,8,57.0,85.0,11916,990,0,0,3,96,93,0,89,1,0,0,0,131,136,93,0,0,0,0.133,1.000,1,-1,1
4,0,0,0,6.38E-4,-1,-1,-2,0,0,0,0,3.41,1.10,23.32,4.8,31.0,4,43.0,84.0,55439,2377,0,0,3,91,93,0,89,1,0,0,0,1579,28,89,0,0,0,0.167,1.000,1,-1,1
8,0,0,0,0.265296,-1,-1,-653,0,0,0,0,4.35,0.06,0.11,5.4,50.0,9,52.0,82.0,571,5420,0,0,2,521,1174,0,36,0,0,0,0,3,15,101,0,0,0,0.444,0.667,1,-1,1
8,0,0,0,0.265296,-1,-1,-463,0,0,0,0,4.61,0.12,0.02,5.3,50.0,14,52.0,78.0,202,11927,0,0,2,711,1174,0,36,0,0,0,1,2,18,90,0,0,0,0.429,0.667,1,-1,1
9,0,0,0,1.0,-1,-1,-1669,0,0,0,0,4.60,0.00,18.00,5.0,45.0,15,57.0,78.0,18,0,0,0,2,66,1735,0,24,1,0,0,0,1,41,93,0,0,1,0.750,1.000,1,-1,1
4,0,0,0,6.38E-4,-1,-1,1,0,0,0,0,4.10,0.17,1.77,4.7,47.0,9,52.0,77.0,10326,5848,0,0,2,94,93,0,89,1,0,1,0,32,30,98,0,0,0,0.167,1.000,1,-1,1
4,0,0,0,0.999818,-1,-1,-1030,0,0,0,0,3.84,0.72,0.09,4.7,50.0,4,52.0,78.0,6087,65155,0,0,0,540,1570,0,540,1,0,1,0,9,33,79,0,0,0,0.167,1.000,1,-1,1
8,0,0,0,0.265296,-1,-1,-1167,0,0,0,0,3.68,1.05,0.01,4.7,21.0,11,48.0,79.0,4122,303956,0,0,2,7,1174,0,36,1,0,0,1,16,29,88,0,0,0,0.375,0.667,1,-1,1
4,0,0,0,0.001436,-1,-1,-476,0,0,0,0,3.81,2.01,0.12,4.5,50.0,1,60.0,85.0,96240,789670,0,0,3,227,703,0,26,1,0,0,0,149,195,84,0,0,1,0.176,1.000,1,-1,1
5,0,1,1,0.01729,-1,-1,-742,0,0,0,0,3.40,0.02,1750.00,4.4,50.0,2,62.0,44.0,1750,0,0,0,1,9,751,0,544,1,0,0,1,18,71,87,0,0,0,0.143,1.000,1,-1,1
4,0,0,0,0.001436,-1,-1,-434,0,0,0,0,3.99,1.66,0.08,4.6,50.0,3,62.0,85.0,62353,741982,0,0,3,269,703,0,26,1,0,0,1,107,190,88,0,0,1,0.133,1.000,1,-1,1
4,0,0,0,0.151829,-1,-1,-783,0,0,0,0,3.03,0.84,0.00,4.6,36.0,4,30.0,63.0,0,83671,0,0,0,0,783,0,1,0,0,1,1,3,15,0,0,0,0,0.375,1.000,1,-1,1
4,0,0,0,0.151829,-1,-1,-770,0,0,0,0,3.65,0.91,0.01,4.8,50.0,9,30.0,61.0,837,90417,0,0,0,13,783,0,1,0,0,1,1,2,10,0,0,0,0,0.333,1.000,1,-1,1
4,0,0,0,0.151829,-1,-1,-782,0,0,0,0,3.03,0.74,0.01,4.6,36.0,4,30.0,63.0,618,73789,0,0,0,1,783,0,1,0,0,1,0,2,7,0,0,0,0,0.333,1.000,1,-1,1
10,0,0,0,0.045587,-1,-1,-205,0,0,0,0,4.13,0.05,0.15,4.9,50.0,11,53.0,59.0,572,3914,0,0,1,453,658,0,76,1,0,0,0,4,24,83,0,0,1,0.714,1.000,1,-1,1
10,0,0,0,0.045587,-1,-1,-598,0,0,0,0,4.06,0.19,0.04,4.3,50.0,12,61.0,46.0,682,17483,0,0,1,60,658,0,76,1,0,0,1,12,39,85,0,0,1,0.600,1.000,1,-1,1
11,0,0,0,0.999842,-1,-1,-527,0,0,0,0,3.78,1.70,0.21,4.4,36.0,9,61.0,61.0,58029,274196,0,0,0,146,673,0,26,0,0,1,0,355,11,64,0,0,0,0.750,1.000,1,-1,1
3,0,0,0,0.013509,-1,-1,-1755,0,0,0,0,3.62,1.40,0.00,5.3,50.0,6,52.0,39.0,22760,5254068,0,0,2,390,2145,0,99,0,0,1,1,531,151,82,0,0,0,0.400,1.000,1,-1,1
4,0,0,0,0.001059,-1,-1,-459,0,0,0,0,3.82,1.04,0.02,4.9,50.0,9,52.0,45.0,3147,131603,0,0,0,3,462,0,24,1,0,0,0,22,12,0,0,0,0,0.500,1.000,1,-1,1
10,0,0,0,0.045587,-1,-1,-589,0,0,0,0,3.72,0.02,0.15,4.2,50.0,5,57.0,63.0,198,1280,0,0,1,69,658,0,76,1,0,0,0,6,16,87,0,0,1,0.625,1.000,1,-1,1
11,0,0,0,0.999842,-1,-1,-527,0,0,0,0,3.98,0.82,0.07,4.5,36.0,12,61.0,60.0,5439,76133,0,0,0,146,673,0,26,0,0,1,0,20,11,44,0,0,1,0.875,1.000,1,-1,1
11,0,0,0,0.999842,-1,-1,-529,0,0,0,0,3.78,0.80,0.09,4.4,36.0,9,61.0,61.0,6246,72960,0,0,0,144,673,0,26,0,0,1,0,12,10,38,0,0,0,0.800,1.000,1,-1,1
4,0,0,0,0.001059,-1,-1,-346,0,0,0,0,4.13,0.25,0.11,4.9,50.0,11,62.0,47.0,2461,22734,0,0,0,116,462,0,24,1,0,0,0,1,10,74,0,0,1,0.500,1.000,1,-1,1
4,0,0,0,0.001059,-1,-1,-326,0,0,0,0,3.73,0.54,0.20,5.5,50.0,6,52.0,45.0,7649,38189,0,0,0,136,462,0,24,1,0,0,0,247,12,0,0,0,0,0.500,1.000,1,-1,1
3,0,0,0,0.013509,-1,-1,-2121,0,0,0,0,4.38,0.22,0.10,4.9,50.0,9,57.0,86.0,1971,19989,0,0,3,24,2145,0,99,0,0,0,0,0,153,86,0,0,0,0.333,1.000,1,-1,1
8,0,0,0,0.016176,-1,-1,-1005,0,0,0,0,3.53,0.13,0.04,4.8,35.0,8,46.0,61.0,477,12319,0,0,2,98,1103,0,98,0,0,0,0,20,29,89,0,0,0,0.231,1.000,1,-1,1
2,0,1,1,0.001236,7,5,-82,0,0,0,0,4.09,0.08,5492.00,4.6,50.0,2,78.0,78.0,5492,0,0,0,0,7,89,2,40,0,0,1,1,75,11,37,0,0,0,0.167,1.000,1,106,1
3,0,0,0,0.013509,-1,-1,-2138,0,0,0,0,3.66,1.05,0.01,4.8,50.0,6,56.0,45.0,2924,289488,0,0,1,7,2145,0,99,1,0,0,1,50,41,93,0,0,0,0.333,1.000,1,-1,1
2,0,1,1,0.001236,7,5,-47,0,0,0,0,4.38,3.00,0.06,5.2,50.0,8,70.0,70.0,100000,1544220,0,0,1,42,89,2,40,1,0,1,1,4672,40,81,0,0,0,0.143,1.000,1,106,1
2,0,1,1,0.001236,7,5,-67,0,0,0,0,4.42,1.22,0.01,5.2,50.0,9,69.0,69.0,22388,2392848,0,0,1,22,89,2,40,1,0,0,1,0,161,82,0,0,0,0.294,1.000,1,106,1
4,0,0,0,0.758464,-1,-1,-556,0,0,0,0,3.93,0.44,6.50,4.7,50.0,6,51.0,76.0,33972,5223,0,0,2,33,589,0,20,1,0,0,0,137,19,90,0,0,0,0.182,1.000,1,-1,1
4,0,0,0,0.758464,-1,-1,-536,0,0,0,0,3.66,0.82,0.42,4.6,50.0,2,52.0,76.0,23436,55432,0,0,2,53,589,0,20,1,0,0,1,83,19,84,0,0,0,0.214,1.000,1,-1,1
3,0,0,0,0.017564,-1,-1,-686,0,0,0,0,4.76,0.20,0.10,5.4,50.0,12,63.0,86.0,1636,15707,0,0,3,15,701,0,11,0,0,0,0,71,34,84,0,0,0,0.200,1.000,1,-1,1
4,0,0,0,0.758464,-1,-1,-574,0,0,0,0,4.28,0.21,0.12,5.5,50.0,9,52.0,75.0,2218,19098,0,0,2,15,589,0,20,1,0,0,1,5,13,83,0,0,0,0.500,1.000,1,-1,1
3,0,0,0,0.017564,-1,-1,-672,0,0,0,0,4.00,1.45,0.12,5.2,50.0,3,57.0,83.0,43996,375640,0,0,0,29,701,0,11,1,0,0,1,21,10,85,0,0,0,0.182,1.000,1,-1,1
3,0,0,0,0.017564,-1,-1,-678,0,0,0,0,4.22,1.04,0.02,5.3,50.0,6,57.0,83.0,2543,155645,0,0,1,23,701,0,11,1,0,1,1,54,59,89,0,0,0,0.143,1.000,1,-1,1
12,0,0,0,7.56E-4,-1,-1,-109,0,0,0,0,4.17,0.03,0.16,4.5,33.0,14,54.0,79.0,381,2358,0,0,2,180,289,0,180,0,0,0,0,0,231,106,0,0,0,0.571,0.750,1,-1,1
12,0,0,0,7.56E-4,-1,-1,34,0,0,0,0,3.50,0.02,0.42,4.6,26.0,9,41.0,78.0,705,1694,0,0,2,323,289,0,180,1,0,0,0,0,33,97,0,0,0,0.455,0.750,1,-1,1
3,0,0,0,0.023145,-1,-1,-946,0,0,0,0,4.35,1.02,0.01,4.8,50.0,8,62.0,84.0,1189,126851,0,0,2,104,1050,0,76,1,0,0,1,14,75,85,0,0,1,0.000,0.000,1,-1,1
6,0,0,0,0.999975,-1,-1,-547,0,0,0,0,3.75,0.04,0.04,4.6,34.0,6,56.0,83.0,146,4002,0,0,2,31,578,0,41,0,0,0,1,1,33,99,0,0,0,0.300,0.667,1,-1,1
6,0,0,0,0.999975,-1,-1,-385,0,0,0,0,3.60,0.03,0.04,4.5,34.0,4,55.0,84.0,115,2976,0,0,3,193,578,0,41,1,0,0,1,1,73,106,0,0,0,0.250,0.667,1,-1,1
3,0,0,0,0.023145,-1,-1,-974,0,0,0,0,4.87,0.00,0.09,5.5,50.0,15,57.0,84.0,28,326,0,0,1,76,1050,0,76,1,0,0,0,2,51,86,0,0,0,0.000,0.000,1,-1,1
3,0,0,0,0.023145,-1,-1,-930,0,0,0,0,4.70,0.01,0.16,5.5,50.0,11,62.0,86.0,132,809,0,0,3,120,1050,0,76,1,0,0,0,2,76,86,0,0,0,0.000,0.000,1,-1,1
6,0,0,0,0.166559,-1,-1,-619,0,0,0,0,3.09,0.10,0.00,3.9,33.0,2,43.0,79.0,0,9856,0,0,3,29,648,0,81,1,0,0,1,1,187,93,0,0,0,0.267,1.000,1,-1,1
2,0,1,1,0.001236,-1,-1,-2304,0,0,0,0,4.09,0.08,5492.00,4.6,50.0,2,78.0,78.0,5492,0,0,0,0,7,2311,0,40,0,0,1,1,75,11,37,0,0,0,0.167,1.000,1,-1,1
2,0,1,1,0.001236,-1,-1,-2289,0,0,0,0,4.42,1.22,0.01,5.2,50.0,9,69.0,69.0,22388,2392848,0,0,1,22,2311,0,40,1,0,0,1,0,161,82,0,0,0,0.294,1.000,1,-1,1
4,0,0,0,0.001059,-1,-1,-459,0,0,0,0,3.82,1.04,0.02,4.9,50.0,9,52.0,45.0,3147,131603,0,0,0,3,462,0,24,1,0,0,0,22,12,0,0,0,0,0.500,1.000,1,-1,1
4,0,0,0,0.001059,-1,-1,-346,0,0,0,0,4.13,0.25,0.11,4.9,50.0,11,62.0,47.0,2461,22734,0,0,0,116,462,0,24,1,0,0,0,1,10,74,0,0,1,0.500,1.000,1,-1,1
4,0,0,0,0.001059,-1,-1,-326,0,0,0,0,3.73,0.54,0.20,5.5,50.0,6,52.0,45.0,7649,38189,0,0,0,136,462,0,24,1,0,0,0,247,12,0,0,0,0,0.500,1.000,1,-1,1
6,0,0,0,0.054457,-1,-1,-1673,0,0,1,0,4.33,0.04,0.36,4.8,50.0,10,53.0,83.0,1043,2916,0,0,2,14,1687,0,20,1,0,0,0,3,111,88,0,0,0,0.429,1.000,1,-1,1
6,0,0,0,0.054457,-1,-1,-1667,0,0,1,0,3.37,0.11,0.04,4.7,34.0,2,49.0,81.0,386,10251,0,0,2,20,1687,0,20,0,0,0,0,0,149,100,0,0,0,0.300,1.000,1,-1,1
2,0,1,1,0.001236,-1,-1,-2291,0,0,0,0,4.45,1.10,0.01,5.3,50.0,6,77.0,77.0,10417,961512,0,0,3,20,2311,0,40,1,0,0,1,0,161,82,0,0,1,0.133,1.000,1,-1,1
6,0,0,0,0.054457,-1,-1,-1658,0,0,1,0,3.32,0.00,34.00,4.4,34.0,5,39.0,77.0,34,0,0,0,2,29,1687,0,20,1,0,0,0,0,143,87,0,0,0,0.300,1.000,1,-1,1
8,0,0,0,0.265296,-1,-1,-653,0,0,0,0,4.35,0.06,0.11,5.4,50.0,9,52.0,82.0,571,5420,0,0,2,521,1174,0,36,0,0,0,0,3,15,101,0,0,0,0.444,0.667,1,-1,1
3,1,0,0,0.001321,-1,-1,-1715,0,0,0,0,4.52,0.03,2989.00,5.1,50.0,8,76.0,76.0,2989,0,0,0,1,17,1732,0,95,0,0,1,1,1,18,85,0,0,0,0.071,1.000,1,-1,1
8,0,0,0,0.265296,-1,-1,-463,0,0,0,0,4.61,0.12,0.02,5.3,50.0,14,52.0,78.0,202,11927,0,0,2,711,1174,0,36,0,0,0,1,2,18,90,0,0,0,0.429,0.667,1,-1,1
8,0,0,0,0.265296,-1,-1,-1167,0,0,0,0,3.68,1.05,0.01,4.7,21.0,11,48.0,79.0,4122,303956,0,0,2,7,1174,0,36,1,0,0,1,16,29,88,0,0,0,0.375,0.667,1,-1,1
7,0,0,0,0.084789,-1,-1,-2359,0,0,0,0,4.92,0.00,0.44,5.6,50.0,15,60.0,83.0,112,254,0,0,2,111,2470,0,-1,1,0,0,0,4,19,88,0,0,0,1.000,1.000,1,-1,1
4,0,0,0,0.022479,-1,-1,-2372,0,0,0,0,3.74,1.04,0.02,4.6,50.0,3,52.0,77.0,2733,116937,0,0,0,13,2385,0,13,0,0,1,0,37,14,0,0,0,0,0.154,1.000,1,-1,1
4,0,0,0,0.022479,-1,-1,-1502,0,0,0,0,4.80,0.01,0.59,5.6,50.0,12,63.0,86.0,472,796,0,0,3,883,2385,0,13,1,0,1,0,0,97,92,0,0,0,0.500,1.000,1,-1,1
3,1,0,0,0.001321,-1,-1,-1219,0,0,0,0,4.53,1.40,19.28,5.2,50.0,7,78.0,78.0,100000,5187,0,0,2,513,1732,0,95,1,0,0,1,1038,36,86,0,0,0,0.100,1.000,1,-1,1
10,0,0,0,0.053655,-1,-1,-1894,0,0,0,0,4.33,0.22,0.00,5.5,45.0,10,54.0,79.0,108,22178,0,0,2,158,2052,0,95,1,0,0,0,0,67,94,0,0,0,0.556,0.750,1,-1,1
2,0,0,0,0.017817,-1,-1,-1570,0,0,0,0,4.29,0.02,1209.00,5.1,50.0,7,70.0,70.0,1209,0,0,0,2,6,1576,0,-1,1,0,0,1,20,193,84,0,0,0,0.125,1.000,1,-1,1
10,0,0,0,0.053655,-1,-1,-1974,0,0,0,0,3.75,0.07,0.04,4.3,50.0,4,52.0,77.0,261,6889,0,0,1,78,2052,0,95,1,0,0,0,1,109,90,0,0,0,0.353,1.000,1,-1,1
2,0,0,0,0.017817,-1,-1,-1559,0,0,0,0,4.34,0.03,3294.00,4.6,50.0,7,75.0,75.0,3294,0,0,0,2,17,1576,0,-1,1,0,0,1,4,110,83,0,0,0,0.111,1.000,1,-1,1
2,0,0,0,0.017817,-1,-1,-1568,0,0,0,0,4.10,0.03,2186.00,4.6,50.0,3,76.0,76.0,2186,0,0,0,1,8,1576,0,-1,0,0,1,1,27,21,82,0,0,0,0.143,1.000,1,-1,1
4,0,0,0,0.011887,-1,-1,247,0,0,0,0,4.65,0.00,1.95,5.5,50.0,14,52.0,78.0,244,125,0,0,0,247,-1,0,61,1,0,0,0,1,29,0,0,0,0,0.500,1.000,1,-1,1
4,0,0,0,0.011887,-1,-1,80,0,0,0,0,4.68,0.00,154.00,5.4,50.0,11,63.0,85.0,154,0,0,0,2,80,-1,0,61,1,0,0,1,0,32,86,0,0,0,0.286,1.000,1,-1,1
4,0,0,0,0.011887,-1,-1,82,0,0,0,0,4.68,0.00,78.00,5.4,50.0,11,63.0,85.0,78,0,0,0,2,82,-1,0,61,1,0,0,1,0,49,84,0,0,0,0.500,1.000,1,-1,1
14,0,0,0,0.999027,-1,-1,-850,0,0,0,0,5.21,0.00,176.00,5.6,50.0,15,80.0,82.0,176,0,0,0,1,7,857,0,18,1,0,0,1,1,55,86,0,0,0,1.000,1.000,1,-1,1
14,0,0,0,0.999027,-1,-1,-789,0,0,0,0,4.95,0.95,0.17,5.6,50.0,15,67.0,77.0,13337,77692,0,0,0,68,857,0,18,0,0,1,1,106,132,24,0,0,0,1.000,1.000,1,-1,1
2,0,1,1,0.001236,-1,-1,-2304,0,0,0,0,4.09,0.08,5492.00,4.6,50.0,2,78.0,78.0,5492,0,0,0,0,7,2311,0,40,0,0,1,1,75,11,37,0,0,0,0.167,1.000,1,-1,1
4,0,0,0,0.022479,-1,-1,-2372,0,0,0,0,3.74,1.04,0.02,4.6,50.0,3,52.0,77.0,2733,116937,0,0,0,13,2385,0,13,0,0,1,0,37,14,0,0,0,0,0.154,1.000,1,-1,1
2,0,1,1,0.001236,-1,-1,-2289,0,0,0,0,4.42,1.22,0.01,5.2,50.0,9,69.0,69.0,22388,2392848,0,0,1,22,2311,0,40,1,0,0,1,0,161,82,0,0,0,0.294,1.000,1,-1,1
4,0,0,0,0.022479,-1,-1,-1502,0,0,0,0,4.80,0.01,0.59,5.6,50.0,12,63.0,86.0,472,796,0,0,3,883,2385,0,13,1,0,1,0,0,97,92,0,0,0,0.500,1.000,1,-1,1
2,0,1,1,0.001236,-1,-1,-2291,0,0,0,0,4.45,1.10,0.01,5.3,50.0,6,77.0,77.0,10417,961512,0,0,3,20,2311,0,40,1,0,0,1,0,161,82,0,0,1,0.133,1.000,1,-1,1
14,0,0,0,0.457064,-1,-1,-1412,0,0,0,0,5.05,0.07,0.11,5.6,50.0,15,70.0,81.0,626,5839,0,0,0,107,1519,0,93,1,0,0,1,16,12,94,0,0,0,1.000,1.000,1,-1,1
14,0,0,0,0.457064,-1,-1,-1361,0,0,0,0,5.13,0.03,0.25,5.6,46.0,15,80.0,82.0,544,2164,0,0,2,158,1519,0,93,0,0,0,0,18,13,89,0,0,0,1.000,1.000,1,-1,1
14,0,0,0,0.457064,-1,-1,-1494,0,0,0,0,4.86,0.01,0.05,5.6,46.0,15,67.0,76.0,27,499,0,0,2,25,1519,0,93,1,0,0,1,4,34,87,0,0,0,1.000,1.000,1,-1,1
8,0,0,0,0.090578,-1,-1,-2149,0,0,0,0,4.56,0.01,0.00,5.5,50.0,12,52.0,82.0,6,1473,0,0,3,3,2152,0,3,1,0,0,1,0,102,126,0,0,0,0.500,1.000,1,-1,1
8,0,0,0,0.090578,-1,-1,-2146,0,0,0,0,4.43,0.02,0.00,5.5,50.0,10,52.0,82.0,0,1473,0,0,3,6,2152,0,3,1,0,0,1,1,100,138,0,0,0,0.500,1.000,1,-1,1
8,0,0,0,0.090578,-1,-1,-2149,0,0,0,0,4.32,0.06,0.03,4.8,50.0,6,67.0,86.0,152,5618,0,0,3,3,2152,0,3,0,0,0,0,0,56,97,0,0,1,0.308,1.000,1,-1,1
2,0,0,0,5.23E-4,-1,-1,-554,0,0,0,0,4.53,0.98,0.34,5.2,50.0,7,78.0,78.0,24968,72607,0,0,2,592,1146,0,0,1,0,0,1,0,47,87,0,0,0,0.100,1.000,1,-1,1
3,0,0,0,0.023145,-1,-1,-182,0,0,0,0,4.35,1.02,0.01,4.8,50.0,8,62.0,84.0,1189,126851,0,0,2,104,286,1,76,1,0,0,1,14,75,85,0,0,1,0.000,0.000,1,-1,1
