@relation 'tmp_1w-weka.filters.unsupervised.attribute.Remove-R2-11,14-21,23,25-35,37-55'

@attribute pageShowType {class0,class1}
@attribute ' pMaxMr' numeric
@attribute ' pMaxTr' numeric
@attribute ' isOnlyOneTerm' {FALSE,TRUE}
@attribute ' isArticleOld' {FALSE,TRUE}
@attribute ' maxRNum' numeric

@data
class0,45,5,FALSE,FALSE,1068
class0,29,4.7,FALSE,FALSE,53
class0,42,4.3,FALSE,FALSE,816
class0,42,4.3,FALSE,TRUE,5
class0,23,3.8,FALSE,FALSE,652
class0,50,4.6,FALSE,FALSE,11900
class0,21,3.9,FALSE,FALSE,579
class0,50,4.9,FALSE,TRUE,329
class0,50,4.8,FALSE,FALSE,25410
class0,10,4.1,FALSE,FALSE,13382
class0,23,4,FALSE,FALSE,108
class0,50,4.9,FALSE,FALSE,12998
class0,50,5.2,FALSE,FALSE,70553
class0,50,4.9,FALSE,FALSE,712
class0,50,4.9,FALSE,FALSE,1408
class0,50,5.5,FALSE,FALSE,3170
class0,26,4.3,FALSE,FALSE,163
class0,50,5.4,FALSE,FALSE,28073
class0,26,4.1,FALSE,FALSE,100000
class0,50,5.6,FALSE,TRUE,4198
class0,50,5.6,FALSE,TRUE,4198
class0,50,4.8,FALSE,FALSE,2330
class0,33,4.6,FALSE,FALSE,16
class0,50,5.6,FALSE,TRUE,4198
class0,50,5.3,FALSE,FALSE,9180
class0,50,5.2,FALSE,FALSE,61995
class0,50,5.2,TRUE,FALSE,4685
class0,50,5.3,FALSE,FALSE,49695
class0,50,5,FALSE,FALSE,774
class0,50,4.9,FALSE,FALSE,91394
class0,50,5.3,FALSE,FALSE,10420
class0,50,5.5,FALSE,FALSE,729
class0,42,4.7,FALSE,FALSE,100000
class0,50,5.4,FALSE,FALSE,100000
class0,26,4.3,FALSE,FALSE,45
class0,14,4.2,FALSE,TRUE,450
class0,50,5.2,FALSE,TRUE,1265
class0,50,5.3,FALSE,FALSE,10420
class0,50,4.7,FALSE,FALSE,100000
class0,50,4.9,FALSE,FALSE,409
class0,29,4.6,FALSE,FALSE,10659
class0,25,3.9,FALSE,FALSE,2
class0,42,4.7,FALSE,FALSE,100000
class0,42,4.7,FALSE,FALSE,100000
class0,50,5.4,FALSE,FALSE,100000
class0,50,5.3,FALSE,FALSE,100000
class0,29,4.8,FALSE,FALSE,3591
class0,22,4.6,FALSE,FALSE,21444
class0,29,4.8,FALSE,FALSE,3591
class0,50,5.6,FALSE,FALSE,466
class0,19,3.8,FALSE,FALSE,8361
class0,50,5.4,FALSE,FALSE,22666
class0,50,5.3,FALSE,FALSE,100000
class0,50,5.2,FALSE,FALSE,20490
class0,50,5.6,FALSE,FALSE,11911
class0,50,5.5,FALSE,FALSE,2003
class0,37,4.7,FALSE,FALSE,3344
class0,50,4.4,TRUE,FALSE,236
class0,50,4.7,FALSE,FALSE,19054
class0,45,4.6,FALSE,TRUE,15496
class0,50,5.5,FALSE,FALSE,249
class0,50,5.7,FALSE,FALSE,391
class0,25,4.9,FALSE,FALSE,218
class0,49,4.7,FALSE,FALSE,124
class0,49,4.7,FALSE,FALSE,124
class0,50,5.2,FALSE,FALSE,2748
class0,50,5.1,FALSE,FALSE,68499
class0,50,5.3,FALSE,FALSE,7531
class0,27,4.2,FALSE,FALSE,283
class0,50,5.7,FALSE,FALSE,1986
class0,19,4.1,FALSE,FALSE,326
class0,50,4.8,FALSE,FALSE,631
class0,50,5.5,FALSE,FALSE,851
class0,50,5.4,FALSE,TRUE,100000
class0,50,5.4,FALSE,FALSE,733
class0,50,5.7,FALSE,FALSE,120
class0,50,5.4,FALSE,FALSE,1228
class0,50,5.5,FALSE,FALSE,6864
class0,50,5.4,FALSE,FALSE,100000
class0,50,5.6,FALSE,FALSE,40456
class0,50,5.4,FALSE,FALSE,16675
class0,25,4.2,FALSE,FALSE,109
class0,50,5.3,FALSE,FALSE,12889
class0,50,5.6,FALSE,FALSE,594
class0,50,5.2,TRUE,FALSE,1772
class0,28,4.3,FALSE,FALSE,88
class0,50,5.4,FALSE,FALSE,844
class0,50,5.3,FALSE,FALSE,35071
class0,43,4.6,FALSE,FALSE,30942
class0,23,5.1,FALSE,FALSE,350
class0,38,4.2,FALSE,FALSE,259
class0,50,5.4,FALSE,FALSE,844
class0,28,3.8,FALSE,FALSE,5
class0,50,5.4,FALSE,FALSE,106
class0,50,5.3,FALSE,FALSE,1420
class0,50,5.3,FALSE,FALSE,27331
class0,50,5.5,FALSE,TRUE,91398
class0,24,4,FALSE,FALSE,2213
class0,50,4.9,FALSE,FALSE,2599
class0,50,5.3,FALSE,FALSE,22651
class0,50,5,FALSE,FALSE,636
class0,50,5.4,FALSE,FALSE,1228
class0,50,5.5,FALSE,TRUE,91398
class0,43,4.3,FALSE,FALSE,11886
class0,50,5.6,FALSE,FALSE,11911
class0,50,4.2,FALSE,TRUE,2956
class0,50,5.4,FALSE,FALSE,100000
class0,50,4.8,FALSE,FALSE,4184
class0,50,5,FALSE,FALSE,1050
class0,50,5.3,FALSE,FALSE,100000
class0,50,5.5,FALSE,FALSE,12739
class0,50,4.8,FALSE,FALSE,28091
class0,50,5.2,FALSE,FALSE,56188
class0,50,4.7,FALSE,FALSE,7639
class0,50,4.7,FALSE,FALSE,7639
class0,19,4.1,FALSE,FALSE,326
class0,50,5.2,FALSE,FALSE,0
class0,50,5.2,FALSE,FALSE,0
class0,38,4.6,FALSE,FALSE,760
class0,50,5.6,FALSE,FALSE,7
class0,36,4,FALSE,TRUE,15597
class0,50,5.6,FALSE,FALSE,7
class0,50,5.2,FALSE,FALSE,18424
class0,50,5.3,TRUE,FALSE,397
class0,36,4.9,FALSE,FALSE,100000
class0,24,3.9,FALSE,FALSE,0
class0,50,5.6,FALSE,FALSE,13099
class0,50,5.4,FALSE,FALSE,33978
class0,47,4.9,FALSE,FALSE,5711
class0,27,4,FALSE,FALSE,420
class0,50,4.7,FALSE,FALSE,7178
class0,50,4.2,FALSE,FALSE,17
class0,39,3.8,FALSE,FALSE,5
class0,29,4.4,FALSE,FALSE,5499
class0,43,4.9,FALSE,TRUE,9858
class0,50,4.8,FALSE,FALSE,907
class0,48,5.5,FALSE,FALSE,10925
class0,50,5.3,FALSE,FALSE,34738
class0,50,5.3,FALSE,FALSE,10841
class0,50,4.5,FALSE,FALSE,1666
class0,50,5.6,FALSE,FALSE,857
class0,50,4.8,FALSE,FALSE,6040
class0,50,5.4,FALSE,FALSE,11222
class0,50,5.5,FALSE,FALSE,100000
class0,50,4.9,FALSE,FALSE,159
class0,50,5.2,FALSE,FALSE,1554
class0,33,4,FALSE,FALSE,26
class0,33,4.5,FALSE,TRUE,4946
class0,50,5.4,FALSE,FALSE,62803
class0,28,4.2,FALSE,FALSE,28613
class0,43,4.4,FALSE,FALSE,22570
class0,26,4.5,FALSE,FALSE,312
class0,33,4.8,FALSE,FALSE,0
class0,50,5.7,FALSE,FALSE,628
class0,36,4.9,FALSE,FALSE,3947
class0,50,5.1,FALSE,FALSE,4342
class0,50,4.5,FALSE,FALSE,154
class0,24,4.4,FALSE,FALSE,26
class0,36,4,FALSE,FALSE,655
class0,50,5.5,FALSE,FALSE,1080
class0,26,4.2,FALSE,FALSE,3610
class0,50,3.9,FALSE,FALSE,42
class0,50,5.2,FALSE,FALSE,7
class0,50,4.6,FALSE,FALSE,3761
class0,50,5.2,FALSE,TRUE,1195
class0,50,4.7,FALSE,TRUE,148
class0,23,4.9,FALSE,FALSE,5686
class0,50,5.4,FALSE,FALSE,44602
class0,50,5.6,FALSE,FALSE,31445
class0,50,4.7,FALSE,FALSE,7178
class0,38,4.8,FALSE,FALSE,0
class0,38,4.6,FALSE,FALSE,2675
class0,50,5.5,FALSE,FALSE,0
class0,43,4.3,FALSE,FALSE,11886
class0,35,3.9,FALSE,FALSE,5368
class0,39,4.3,FALSE,FALSE,7384
class0,50,5.3,FALSE,FALSE,59349
class0,45,4.7,FALSE,FALSE,100000
class0,50,5.2,FALSE,FALSE,13041
class0,20,3.8,FALSE,TRUE,9073
class0,50,5.1,FALSE,FALSE,1089
class0,50,5.4,TRUE,TRUE,100000
class0,32,3.9,FALSE,FALSE,19325
class0,47,4.6,FALSE,FALSE,100000
class0,50,5.6,FALSE,FALSE,3117
class0,50,4.5,FALSE,FALSE,273
class0,50,5.2,FALSE,FALSE,100000
class0,50,5.3,FALSE,TRUE,96064
class0,30,4.2,FALSE,FALSE,100000
class0,50,5.5,FALSE,FALSE,13591
class0,50,5.4,FALSE,FALSE,8955
class0,50,5.5,FALSE,FALSE,2003
class0,34,4.6,FALSE,FALSE,299
class0,50,5.5,FALSE,FALSE,14175
class0,50,5.3,FALSE,FALSE,21001
class0,50,5.3,FALSE,FALSE,30201
class0,50,4.9,FALSE,FALSE,23847
class0,50,4.9,FALSE,FALSE,23847
class0,50,4.9,FALSE,FALSE,23847
class0,50,4.9,FALSE,FALSE,23847
class0,50,5.5,FALSE,FALSE,10635
class0,50,5.6,FALSE,FALSE,7
class0,50,5.2,FALSE,FALSE,100000
class0,35,4.8,FALSE,FALSE,1101
class0,50,5.6,FALSE,FALSE,11911
class0,50,5.6,FALSE,FALSE,44
class0,29,4.3,FALSE,FALSE,2302
class0,50,5.2,FALSE,FALSE,68917
class0,22,4.2,FALSE,TRUE,21
class0,27,4.6,FALSE,FALSE,3679
class0,26,4.1,FALSE,FALSE,143
class0,50,5.4,FALSE,FALSE,30178
class0,24,4,FALSE,FALSE,2213
class0,50,4.6,FALSE,FALSE,102
class0,50,4.7,FALSE,FALSE,1875
class0,50,5.2,FALSE,FALSE,2748
class0,50,5.4,FALSE,FALSE,30178
class0,27,4.5,FALSE,FALSE,117
class0,31,4.5,FALSE,TRUE,146
class0,50,5.4,FALSE,FALSE,10838
class0,50,5.7,FALSE,FALSE,1062
class0,31,4.5,FALSE,TRUE,146
class0,50,5.1,FALSE,FALSE,100000
class0,50,5.6,FALSE,FALSE,623
class0,50,5.1,FALSE,FALSE,100000
class0,50,5.4,FALSE,FALSE,10838
class0,43,4.2,FALSE,FALSE,145
class0,25,3.9,FALSE,FALSE,41092
class0,50,5.6,FALSE,FALSE,11911
class0,45,5,FALSE,FALSE,100000
class0,50,4.8,FALSE,FALSE,100000
class0,50,5.1,FALSE,FALSE,100000
class0,50,4.8,FALSE,FALSE,4717
class0,50,5.4,FALSE,FALSE,112
class0,50,5.6,FALSE,FALSE,195
class0,50,5.1,FALSE,FALSE,44507
class0,50,4.5,FALSE,TRUE,30202
class0,50,4.9,FALSE,FALSE,44533
class0,22,3.9,FALSE,FALSE,24111
class0,50,5.5,FALSE,TRUE,29784
class0,50,5.4,FALSE,FALSE,100000
class0,50,4.8,FALSE,FALSE,889
class0,50,4.8,FALSE,FALSE,6957
class0,50,5.4,FALSE,TRUE,40
class0,40,5,FALSE,FALSE,725
class0,50,4.4,FALSE,FALSE,100000
class0,24,4,FALSE,FALSE,2213
class0,50,5.3,FALSE,FALSE,71827
class0,50,5.4,FALSE,FALSE,31236
class0,50,5.5,FALSE,FALSE,0
class0,49,4.3,FALSE,FALSE,13699
class0,50,5.1,FALSE,FALSE,4342
class0,50,5.7,FALSE,FALSE,422
class0,50,5.6,FALSE,FALSE,14906
class0,50,4.9,FALSE,FALSE,3775
class0,50,5.6,FALSE,FALSE,14906
class0,50,5.5,FALSE,FALSE,70197
class0,50,5.7,FALSE,FALSE,422
class0,19,4,FALSE,TRUE,17512
class0,50,5.2,FALSE,FALSE,18808
class0,20,3.9,FALSE,FALSE,785
class0,50,5.4,FALSE,FALSE,3562
class0,50,4.7,FALSE,TRUE,148
class0,24,4.6,FALSE,FALSE,1792
class0,50,4.9,FALSE,FALSE,44533
class0,50,4.9,FALSE,TRUE,12
class0,20,4.8,FALSE,FALSE,32
class0,50,5.3,FALSE,FALSE,100000
class0,50,5.5,FALSE,FALSE,1959
class0,33,4.5,FALSE,TRUE,708
class0,50,4.9,FALSE,FALSE,290
class0,50,4.8,FALSE,FALSE,89560
class0,50,5.2,FALSE,FALSE,867
class0,50,5.4,FALSE,FALSE,12926
class0,50,5.6,FALSE,FALSE,2409
class0,50,5.7,FALSE,FALSE,89117
class0,43,4.6,FALSE,FALSE,6
class0,43,4.6,FALSE,FALSE,6
class0,50,5.4,FALSE,TRUE,24240
class0,50,4.8,FALSE,FALSE,135
class0,24,4.2,FALSE,FALSE,1154
class0,50,4.9,FALSE,FALSE,44533
class0,24,4.2,FALSE,FALSE,1154
class0,50,5.4,FALSE,FALSE,409
class0,32,4.9,FALSE,FALSE,1445
class0,50,5.2,FALSE,FALSE,100000
class0,32,4.2,FALSE,FALSE,3813
class0,28,4,FALSE,FALSE,149
class0,50,5.5,FALSE,FALSE,842
class0,34,4.5,FALSE,FALSE,33784
class0,50,5.3,FALSE,FALSE,513
class0,50,4.8,FALSE,FALSE,493
class0,45,4.8,FALSE,FALSE,9869
class0,50,4.9,FALSE,TRUE,83
class0,50,4.9,FALSE,FALSE,53339
class0,50,5.4,FALSE,FALSE,10496
class0,13,4.6,FALSE,FALSE,4957
class0,50,5.3,FALSE,FALSE,100000
class0,39,4.8,FALSE,FALSE,107
class0,50,5,FALSE,FALSE,714
class0,37,4.3,FALSE,FALSE,3196
class0,50,5.4,FALSE,FALSE,1931
class0,50,5.5,FALSE,FALSE,61787
class0,50,5.5,FALSE,FALSE,0
class0,27,3.8,FALSE,FALSE,1426
class0,33,4.1,FALSE,FALSE,3218
class0,50,5.5,FALSE,FALSE,9363
class0,39,4.3,FALSE,FALSE,5318
class0,50,5.5,FALSE,FALSE,140
class0,35,4.2,FALSE,FALSE,22085
class0,35,5,FALSE,FALSE,806
class0,45,4.9,FALSE,FALSE,321
class0,50,4,FALSE,FALSE,1526
class0,50,5.3,FALSE,FALSE,35880
class0,50,4.9,FALSE,FALSE,100000
class0,50,5.6,FALSE,FALSE,76
class0,50,5.5,FALSE,FALSE,152
class0,24,4,FALSE,FALSE,14695
class0,50,5.3,FALSE,FALSE,0
class0,44,4.5,FALSE,TRUE,100000
class0,50,4.9,FALSE,FALSE,100000
class0,50,5.6,FALSE,FALSE,1076
class0,50,5.4,FALSE,FALSE,189
class0,50,4.9,FALSE,FALSE,42210
class0,50,5.6,FALSE,FALSE,387
class0,29,5.1,FALSE,FALSE,59
class0,50,5.6,FALSE,FALSE,22328
class0,43,4.6,FALSE,FALSE,6
class0,35,4.1,FALSE,TRUE,11708
class0,50,5.3,FALSE,FALSE,100000
class0,50,5.6,FALSE,FALSE,5343
class0,23,4.2,FALSE,FALSE,193
class0,50,5.6,FALSE,FALSE,7
class0,50,4.7,FALSE,FALSE,32
class0,20,3.9,FALSE,FALSE,26
class0,50,5.4,FALSE,FALSE,1827
class0,28,4.5,FALSE,FALSE,284
class0,47,4.8,FALSE,FALSE,63152
class0,50,5.6,FALSE,FALSE,7
class0,50,4.5,FALSE,FALSE,53834
class0,24,4.1,FALSE,FALSE,591
class0,50,5.5,FALSE,FALSE,2942
class0,50,5,FALSE,FALSE,730
class0,50,5.3,FALSE,FALSE,918
class0,50,5.5,FALSE,FALSE,1413
class0,50,5.4,FALSE,FALSE,63326
class0,50,5.5,FALSE,FALSE,150
class0,50,4.7,FALSE,FALSE,93800
class0,50,5.4,FALSE,TRUE,201
class0,50,4.8,FALSE,FALSE,430
class0,50,5.6,FALSE,FALSE,14909
class0,50,5.4,FALSE,FALSE,11950
class0,41,5,FALSE,FALSE,5323
class0,50,5.3,FALSE,TRUE,100000
class0,50,4.7,FALSE,FALSE,100000
class0,50,4.8,FALSE,FALSE,7958
class0,50,5.3,FALSE,FALSE,100000
class0,22,4,FALSE,FALSE,45002
class0,50,4.4,FALSE,FALSE,2111
class0,50,4.9,FALSE,FALSE,2095
class0,50,4.8,FALSE,FALSE,4184
class0,50,5.4,FALSE,TRUE,90
class0,24,3.9,FALSE,FALSE,368
class0,50,4.7,FALSE,FALSE,31251
class0,50,4.6,FALSE,FALSE,187
class0,12,4,FALSE,FALSE,85
class0,50,4.2,FALSE,TRUE,2956
class0,35,3.9,FALSE,FALSE,258
class0,50,4.9,FALSE,FALSE,19893
class0,50,5.6,FALSE,FALSE,4511
class0,25,4.6,FALSE,FALSE,1536
class0,50,4.8,FALSE,FALSE,14841
class0,50,5.6,FALSE,FALSE,4511
class0,34,4.6,FALSE,FALSE,41250
class0,50,4.9,FALSE,FALSE,1744
class0,50,5.2,FALSE,FALSE,2748
class0,50,4.8,FALSE,FALSE,4434
class0,50,5.7,FALSE,FALSE,89117
class0,50,5.4,TRUE,FALSE,6953
class0,26,4,FALSE,FALSE,0
class0,50,5.2,FALSE,FALSE,414
class0,50,5.5,FALSE,FALSE,2942
class0,50,5.4,FALSE,FALSE,100000
class0,50,5.3,FALSE,FALSE,12889
class0,34,4.2,FALSE,FALSE,199
class0,50,5.2,FALSE,FALSE,27524
class0,42,4.6,FALSE,FALSE,8846
class0,28,3.9,FALSE,FALSE,69
class0,50,5.6,FALSE,FALSE,64
class0,50,5.6,FALSE,FALSE,11911
class0,50,4.4,FALSE,FALSE,0
class0,50,5.6,FALSE,FALSE,17282
class0,50,5.3,FALSE,FALSE,5511
class0,32,4.5,FALSE,TRUE,14645
class0,50,5.6,FALSE,FALSE,4762
class0,50,5.6,FALSE,FALSE,14909
class0,50,5.3,FALSE,FALSE,23852
class0,35,4.6,FALSE,FALSE,7
class0,32,4.1,FALSE,FALSE,182
class0,50,4.9,FALSE,FALSE,23847
class0,50,5.4,FALSE,TRUE,24095
class0,50,5.6,FALSE,FALSE,406
class0,50,4.9,FALSE,FALSE,23847
class0,50,5.3,FALSE,FALSE,26361
class0,50,4.9,FALSE,FALSE,23847
class0,50,5.6,FALSE,FALSE,120
class0,50,5.5,FALSE,FALSE,11297
class0,50,5,FALSE,FALSE,1037
class0,31,4.5,FALSE,TRUE,146
class0,34,4.8,FALSE,FALSE,14365
class0,25,4.3,FALSE,TRUE,0
class0,31,4.5,FALSE,TRUE,146
class0,50,4.3,FALSE,FALSE,53
class0,50,5.1,FALSE,FALSE,1409
class0,28,3.9,FALSE,FALSE,57986
class0,34,4.8,FALSE,FALSE,14365
class0,21,4.6,FALSE,FALSE,171
class0,21,4.6,FALSE,FALSE,171
class0,44,4.3,FALSE,FALSE,410
class0,25,4.3,FALSE,TRUE,0
class0,25,4.3,FALSE,TRUE,0
class0,50,4.6,FALSE,FALSE,100000
class0,39,4.8,FALSE,TRUE,254
class0,50,4.8,FALSE,FALSE,5404
class0,50,5.4,FALSE,FALSE,100000
class0,50,5.6,FALSE,TRUE,10064
class0,50,5.3,FALSE,FALSE,5599
class0,50,5.5,FALSE,FALSE,30497
class0,50,5.2,FALSE,FALSE,11242
class0,50,5.4,FALSE,FALSE,100000
class0,50,4.8,FALSE,FALSE,2301
class0,34,4.4,FALSE,FALSE,155
class0,50,5.3,FALSE,TRUE,11954
class0,34,4.3,FALSE,FALSE,78
class0,45,5.3,FALSE,FALSE,100000
class0,50,5.4,FALSE,FALSE,100000
class0,50,4.8,FALSE,FALSE,9941
class0,28,4.4,FALSE,FALSE,930
class0,50,4.8,FALSE,FALSE,5577
class0,45,5.3,FALSE,FALSE,100000
class0,43,4.9,FALSE,FALSE,40781
class0,50,4.5,FALSE,FALSE,14431
class0,35,4.4,FALSE,FALSE,1141
class0,50,5.5,FALSE,FALSE,0
class0,50,5.4,FALSE,FALSE,34761
class0,50,5.6,FALSE,FALSE,24
class0,50,4.9,FALSE,FALSE,2312
class0,50,5.4,FALSE,FALSE,501
class0,50,5.4,FALSE,FALSE,7827
class0,50,4.8,FALSE,FALSE,1723
class0,50,5.6,FALSE,FALSE,44
class0,50,5.4,FALSE,FALSE,0
class0,50,5.4,FALSE,FALSE,6619
class0,50,5.2,TRUE,FALSE,100000
class0,50,5.4,FALSE,FALSE,630
class0,13,3.8,FALSE,FALSE,4666
class0,28,4.6,FALSE,FALSE,4036
class0,50,5.6,FALSE,FALSE,31
class0,50,5.4,FALSE,TRUE,78561
class0,50,4.7,FALSE,FALSE,47618
class0,50,4.7,FALSE,FALSE,192
class0,50,3.8,FALSE,FALSE,0
class0,30,4.2,FALSE,TRUE,13385
class0,36,3.8,FALSE,TRUE,482
class0,50,4.7,FALSE,FALSE,100000
class0,44,4.6,FALSE,FALSE,1357
class0,50,4.7,FALSE,FALSE,43506
class0,22,4.8,FALSE,FALSE,226
class0,50,4.2,FALSE,TRUE,2956
class0,50,5.7,FALSE,FALSE,1041
class0,25,4.2,FALSE,FALSE,100000
class0,23,4.8,FALSE,FALSE,154
class0,43,4.8,FALSE,FALSE,76
class0,50,5.2,FALSE,FALSE,21587
class0,50,5.6,FALSE,FALSE,11911
class0,50,4.9,FALSE,TRUE,622
class0,38,4.8,FALSE,FALSE,0
class0,38,4.8,FALSE,FALSE,0
class0,50,4.9,FALSE,FALSE,44932
class0,50,4.7,FALSE,FALSE,2718
class0,50,5.7,FALSE,FALSE,6
class0,14,4.3,FALSE,FALSE,326
class0,25,4,FALSE,FALSE,5157
class0,50,5,FALSE,FALSE,1180
class0,50,5.6,FALSE,FALSE,3763
class0,10,4,FALSE,FALSE,219
class0,50,5.6,FALSE,TRUE,1124
class0,50,5.4,FALSE,FALSE,10383
class0,50,5.2,FALSE,FALSE,3073
class0,50,5.5,FALSE,FALSE,35316
class0,32,4.2,FALSE,FALSE,240
class0,50,4.9,FALSE,FALSE,6
class0,50,5.3,FALSE,TRUE,11954
class0,50,5.2,FALSE,FALSE,35
class0,50,5.3,FALSE,FALSE,59426
class0,50,5.3,FALSE,FALSE,59426
class0,50,5.3,FALSE,FALSE,1911
class0,50,5.5,FALSE,FALSE,55403
class0,35,4.3,FALSE,TRUE,28095
class0,50,5.2,FALSE,FALSE,35611
class0,50,5.5,FALSE,FALSE,9363
class0,50,5.6,FALSE,FALSE,11785
class0,50,5.3,FALSE,FALSE,12889
class0,50,5.5,FALSE,TRUE,30
class0,50,5.5,FALSE,TRUE,30
class0,50,5.4,FALSE,FALSE,8955
class0,26,4.1,FALSE,FALSE,736
class0,50,5.3,FALSE,FALSE,19464
class0,50,4.7,FALSE,FALSE,19054
class0,37,4.6,FALSE,FALSE,100000
class0,50,5.5,FALSE,FALSE,7906
class0,31,4,FALSE,FALSE,173
class0,50,5.5,FALSE,FALSE,33958
class0,50,5.3,FALSE,FALSE,3545
class0,50,5.3,FALSE,FALSE,3545
class0,45,4.5,FALSE,FALSE,1736
class0,45,5.3,FALSE,FALSE,2478
class0,19,4.1,FALSE,TRUE,829
class0,50,5.3,FALSE,FALSE,1157
class0,50,5.3,FALSE,FALSE,25700
class0,50,4.9,FALSE,FALSE,42707
class0,50,5.5,FALSE,FALSE,972
class0,38,4.7,FALSE,FALSE,14169
class0,50,5.2,FALSE,FALSE,22869
class0,50,5.4,FALSE,FALSE,152
class0,50,5.3,FALSE,FALSE,11940
class0,50,5.1,FALSE,FALSE,1847
class0,50,5.4,FALSE,FALSE,47653
class0,40,4.5,FALSE,FALSE,510
class0,29,4.2,FALSE,FALSE,289
class0,20,4.1,FALSE,FALSE,303
class0,50,5.3,FALSE,FALSE,24585
class0,50,5.3,FALSE,FALSE,48724
class0,50,4.8,FALSE,FALSE,9590
class0,50,5.4,FALSE,FALSE,20406
class0,50,5.6,FALSE,FALSE,14909
class0,27,4.3,FALSE,FALSE,1980
class0,50,5.3,FALSE,FALSE,27143
class0,50,5.3,FALSE,FALSE,19464
class0,37,4.2,FALSE,FALSE,22745
class0,50,5.6,FALSE,FALSE,33397
class0,50,5.2,FALSE,FALSE,59029
class0,50,5.4,FALSE,FALSE,10383
class0,50,5.3,FALSE,FALSE,2133
class0,50,5.3,FALSE,FALSE,100000
class0,50,5.2,FALSE,FALSE,59029
class0,29,4.4,FALSE,FALSE,9952
class0,50,5.4,FALSE,FALSE,326
class0,50,5.2,FALSE,FALSE,59029
class0,38,4.6,FALSE,FALSE,1048
class0,50,5.6,FALSE,FALSE,1272
class0,32,4.1,FALSE,FALSE,4904
class0,50,5.7,FALSE,FALSE,89117
class0,50,5.4,FALSE,FALSE,44602
class0,42,4.1,FALSE,FALSE,5020
class0,50,5.5,FALSE,FALSE,58744
class0,40,4.5,FALSE,FALSE,7064
class0,50,5.1,FALSE,FALSE,20592
class0,50,5.2,FALSE,FALSE,16708
class0,50,5.4,FALSE,FALSE,57118
class0,50,4.9,FALSE,FALSE,2643
class0,50,5.7,FALSE,FALSE,1559
class0,50,5.2,FALSE,FALSE,16708
class0,50,4.8,FALSE,FALSE,90
class0,50,5.3,FALSE,FALSE,5541
class0,29,4.8,FALSE,FALSE,10332
class0,50,5,FALSE,TRUE,42989
class0,50,4.9,FALSE,FALSE,1893
class0,50,5.5,FALSE,FALSE,13066
class0,50,4.9,FALSE,FALSE,23019
class0,50,5.2,FALSE,FALSE,75
class0,50,5.6,FALSE,FALSE,29
class0,50,4.8,FALSE,FALSE,100000
class0,50,5.6,FALSE,FALSE,399
class0,32,4.4,FALSE,TRUE,2483
class0,50,5.6,FALSE,FALSE,28
class0,50,5.3,FALSE,FALSE,20399
class0,27,4.2,FALSE,FALSE,442
class0,50,5.5,FALSE,FALSE,4834
class0,31,4,FALSE,FALSE,61
class0,50,5.4,FALSE,FALSE,100000
class0,31,4.3,FALSE,FALSE,3647
class0,50,5.3,FALSE,TRUE,70407
class0,50,5.6,FALSE,FALSE,14909
class0,50,4.4,FALSE,FALSE,258
class0,20,3.9,FALSE,FALSE,1513
class0,20,3.9,FALSE,FALSE,1513
class0,50,5.4,FALSE,FALSE,754
class0,50,5.6,FALSE,FALSE,1183
class0,50,5.5,FALSE,FALSE,6334
class0,50,4.9,FALSE,FALSE,13963
class0,50,5.4,FALSE,FALSE,5231
class0,50,5.4,FALSE,FALSE,61596
class0,50,5.6,FALSE,FALSE,1128
class0,3,1.1,FALSE,FALSE,2585
class0,50,4.9,FALSE,FALSE,143
class0,50,4.7,FALSE,FALSE,26453
class0,50,5.3,FALSE,TRUE,100000
class0,50,4.7,FALSE,FALSE,100000
class0,31,4.7,FALSE,FALSE,231
class0,50,5.2,FALSE,FALSE,1040
class0,50,5.3,FALSE,FALSE,200
class0,30,4.6,FALSE,FALSE,3082
class0,50,4.6,FALSE,FALSE,100000
class0,50,5.3,FALSE,FALSE,15542
class0,31,3.8,FALSE,FALSE,102
class0,42,4.7,FALSE,FALSE,2686
class0,50,5.5,FALSE,FALSE,49695
class0,50,5.5,FALSE,FALSE,610
class0,50,5.5,FALSE,FALSE,27638
class0,50,5.4,FALSE,FALSE,934
class0,50,5.3,FALSE,FALSE,10420
class0,50,5,FALSE,FALSE,774
class0,19,4.6,FALSE,FALSE,6478
class0,41,4.7,FALSE,FALSE,25
class0,50,5.2,FALSE,FALSE,1870
class0,50,5.6,FALSE,FALSE,548
class0,50,5.5,FALSE,FALSE,29222
class0,50,5.3,FALSE,FALSE,10420
class0,50,5.2,FALSE,TRUE,1265
class0,25,4,FALSE,FALSE,246
class0,27,4,FALSE,FALSE,2082
class0,50,5.4,FALSE,FALSE,10569
class0,50,5.4,FALSE,FALSE,4841
class0,18,3.9,FALSE,TRUE,292
class0,50,4.6,FALSE,FALSE,436
class0,50,5.5,FALSE,FALSE,928
class0,50,5.3,FALSE,TRUE,40659
class0,50,5.2,FALSE,FALSE,93895
class0,27,4,FALSE,FALSE,87128
class0,47,4.5,FALSE,FALSE,3509
class0,50,5.6,FALSE,FALSE,203
class0,50,5.6,FALSE,TRUE,2259
class0,50,5.4,FALSE,FALSE,19236
class0,50,4.9,FALSE,FALSE,211
class0,50,4.9,FALSE,FALSE,3702
class0,50,4.9,FALSE,FALSE,100000
class0,31,4.3,FALSE,FALSE,6011
class0,25,4,FALSE,FALSE,381
class0,22,3.8,FALSE,FALSE,234
class0,50,5.4,FALSE,FALSE,13758
