@relation tmp

@attribute oldpos_page numeric
@attribute articlesPos numeric
@attribute newspos numeric
@attribute list.size() numeric
@attribute pMaxMr numeric
@attribute pMaxTr numeric
@attribute isOfficial {FALSE,TRUE}
@attribute isFirstSite {FALSE,TRUE}
@attribute isOnlyOneTerm {FALSE,TRUE}
@attribute isNav {FALSE,TRUE}
@attribute isExNav {FALSE,TRUE}
@attribute fixRank1 numeric
@attribute site_num numeric
@attribute pageShowType {FALSE,TRUE}
@attribute vr_num_3_out numeric
@attribute vr_num_3_total numeric
@attribute weixinArticleClickPos numeric
@attribute firstBaikePos numeric
@attribute isFirstVideo {FALSE,TRUE}
@attribute isArticleOld {FALSE,TRUE}
@attribute queryTerms numeric
@attribute wxArticle_top3fr numeric
@attribute wxArticle_top2fr numeric
@attribute pMaxFr numeric
@attribute firstDate numeric
@attribute hasTimeliness {FALSE,TRUE}
@attribute avg3 numeric
@attribute rnum[0] numeric
@attribute maxRNum numeric
@attribute fans[0] numeric
@attribute maxFans numeric
@attribute avgread[0] numeric
@attribute maxAvgRead numeric
@attribute avgpublish[0] numeric
@attribute maxAvgPublish numeric
@attribute hasMingyiVr {FALSE,TRUE}

@data
15,-1,-1,16,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2,3,238,5,FALSE,FALSE,2,10,10.5,12,6,FALSE,0,218,100000,29597,799249,1281,31281,158,240,FALSE
11,-1,-1,11,50,4.7,FALSE,TRUE,FALSE,TRUE,FALSE,0,2,FALSE,1,1,239,10,FALSE,FALSE,1,3.666667,4,5,92,FALSE,2,18747,45706,582739,4444191,13793,76223,97,202,FALSE
15,6,-1,16,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2,2,239,5,FALSE,FALSE,2,7.666667,7.5,9,210,FALSE,4,97049,100000,1464589,5281823,61708,96850,240,240,FALSE
11,7,-1,12,20,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,238,-1,FALSE,FALSE,3,6.333333,6.5,7,127,FALSE,416,12805,100000,241103,241103,6824,9322,110,145,FALSE
11,5,-1,12,34,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,-1,FALSE,FALSE,6,9,9,11,191,FALSE,66,1564,1564,65979,136200,2451,2451,53,151,FALSE
12,4,-1,13,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,237,3,FALSE,FALSE,1,11,13,15,22,FALSE,1297,16461,42268,50898,490740,13278,14806,6,213,FALSE
11,4,-1,11,41,4.9,TRUE,TRUE,FALSE,TRUE,TRUE,0,3,FALSE,1,1,-1,-1,FALSE,FALSE,3,7,8,10,340,FALSE,3,1200,5896,10262,143388,759,6563,17,175,FALSE
13,-1,-1,13,50,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,-1,5,TRUE,FALSE,5,9,10.5,15,77,FALSE,2016,15287,47012,218355,259183,8717,60728,47,104,FALSE
12,9,-1,13,50,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,0,1,239,0,FALSE,FALSE,1,8,8.5,11,496,FALSE,524,59650,100000,619973,4582209,52892,98947,35,86,FALSE
13,9,-1,13,50,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2,2,239,4,TRUE,FALSE,4,7,8,15,102,FALSE,434,53298,56464,376842,408899,67193,67193,57,117,FALSE
11,4,5,11,38,3.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,-1,-1,TRUE,FALSE,9,6.666667,5.5,9,16,FALSE,160,71281,87780,500861,770769,64867,64867,61,204,FALSE
16,4,10,16,50,5.2,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,FALSE,1,1,238,5,FALSE,FALSE,1,6.666667,9,10,56,FALSE,3,100000,100000,10000000,10000000,100000,100000,240,240,FALSE
11,5,1,12,45,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,1,1,234,-1,FALSE,FALSE,5,6.5,6.5,7,5,FALSE,4,0,1,1944,1944,590,590,76,90,FALSE
13,-1,-1,13,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,-1,4,TRUE,FALSE,3,6.333333,5,11,162,FALSE,2,20756,20756,972025,1245084,13139,62928,97,240,FALSE
11,3,-1,12,40,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2,2,238,-1,FALSE,FALSE,5,7.666667,9.5,13,143,FALSE,129,1704,24150,7492,656806,366,27560,1,163,FALSE
16,6,12,16,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,1,1,234,4,TRUE,FALSE,2,5.333333,5.5,8,173,FALSE,1,75578,75578,337583,1858147,53056,74768,49,240,FALSE
12,6,8,13,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE,1,1,236,2,FALSE,FALSE,3,7.666667,6.5,10,111,FALSE,566,100000,100000,2739268,3644381,78001,98489,240,240,FALSE
10,4,-1,10,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,FALSE,1,1,236,2,FALSE,FALSE,2,13.333333,13.5,15,2,FALSE,8,17,30,121269,216123,5199,15239,181,240,FALSE
11,4,1,12,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,232,5,FALSE,FALSE,3,8.666667,8.5,9,66,FALSE,222,28999,28999,507045,968059,42685,77491,211,211,FALSE
16,4,3,17,50,5.4,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,0,2,239,0,FALSE,FALSE,1,9,10,12,15,FALSE,5,44261,100000,634459,5381896,22404,98669,76,301,FALSE
10,4,4,11,50,4.9,FALSE,TRUE,FALSE,TRUE,FALSE,0,5,FALSE,0,0,237,7,FALSE,FALSE,3,8.666667,8.5,9,196,FALSE,161,17236,33675,418457,1220618,30133,30133,19,151,FALSE
13,6,4,14,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,239,1,FALSE,FALSE,3,7.333333,9.5,11,149,FALSE,4,12000,100000,154578,1997451,6461,80556,63,240,FALSE
10,4,0,10,29,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,-1,-1,FALSE,FALSE,3,7.5,7.5,8,3,FALSE,2,370,370,174,1120,81,99,23,75,FALSE
11,4,4,12,50,5.3,FALSE,TRUE,FALSE,TRUE,FALSE,0,2,FALSE,0,1,238,1,FALSE,FALSE,1,8.333333,9.5,11,4,FALSE,63,494,1919,117657,117657,6622,6622,30,232,FALSE
12,-1,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2,2,-1,5,TRUE,FALSE,6,9,9.5,15,10,FALSE,0,63323,63323,795019,795019,94451,94451,36,94,FALSE
11,-1,-1,11,50,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,-1,-1,TRUE,FALSE,2,6,6,10,28,FALSE,965,20562,23072,435437,435437,31286,31286,194,216,FALSE
14,-1,-1,14,50,5.3,FALSE,TRUE,FALSE,TRUE,TRUE,0,2,FALSE,2,2,-1,4,FALSE,FALSE,2,8.666667,8.5,9,108,FALSE,2,22161,100000,1235646,1686689,31759,31895,3,142,FALSE
10,-1,-1,10,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,-1,4,TRUE,FALSE,6,12.666667,11.5,15,348,FALSE,6,799,2730,8544,102800,643,1111,5,88,FALSE
11,5,-1,12,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,239,2,FALSE,FALSE,2,9.666667,7,15,92,FALSE,24,1872,6133,133867,133867,4410,5299,19,121,FALSE
11,4,-1,19,50,5.3,FALSE,TRUE,FALSE,TRUE,FALSE,0,2,FALSE,1,2,239,5,FALSE,FALSE,1,7.333333,8,9,6,FALSE,3,100000,100000,284600,1030379,100000,100000,14,176,FALSE
11,7,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,1,FALSE,FALSE,3,8.666667,5.5,15,341,FALSE,597,100000,100000,1190471,1190471,45320,45320,102,102,FALSE
15,5,5,16,50,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,0,2,237,0,FALSE,FALSE,1,9.666667,10,12,8,FALSE,8,18792,100000,163013,2790190,14038,97603,114,240,FALSE
14,4,5,15,50,5.5,FALSE,FALSE,FALSE,TRUE,TRUE,1,7,FALSE,2,2,239,-1,FALSE,FALSE,2,7.666667,10,15,14,FALSE,0,5570,5570,32879,32879,6384,6384,205,205,FALSE
13,7,-1,14,50,5.7,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,2,2,237,4,FALSE,FALSE,3,9,11,15,30,FALSE,3,18901,20821,16069,643421,723,33373,33,437,FALSE
11,-1,-1,11,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,4,TRUE,FALSE,6,6,6.5,10,178,FALSE,600,100000,100000,795019,795019,94451,94451,36,36,FALSE
10,6,-1,11,32,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,-1,FALSE,FALSE,2,8,5.5,13,129,FALSE,1415,1942,3510,79349,127201,2873,5556,66,131,FALSE
12,2,1,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,232,-1,FALSE,FALSE,5,9,9,9,3,FALSE,3,0,14374,28953,45800,2695,2695,69,235,FALSE
14,4,-1,14,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,2,2,239,1,TRUE,FALSE,1,11.333333,11.5,12,6,FALSE,2,0,244,21684,21684,1437,1437,29,123,FALSE
12,8,-1,12,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,239,6,TRUE,FALSE,2,8.666667,9.5,15,37,FALSE,3,1838,1838,3838,3838,1785,1785,23,23,FALSE
11,4,-1,12,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,2,FALSE,FALSE,2,11,11,12,308,FALSE,814,11866,17274,506833,506833,35476,35476,59,200,FALSE
11,-1,-1,12,50,5.2,FALSE,TRUE,FALSE,TRUE,TRUE,0,1,FALSE,0,0,239,1,FALSE,FALSE,2,9,9,10,42,FALSE,17,1199,1199,8508,11400,656,656,118,118,FALSE
15,6,-1,15,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2,2,239,4,TRUE,FALSE,3,12.666667,15,15,13,FALSE,4,26992,60402,249398,622817,27337,61707,208,240,FALSE
11,4,-1,12,50,5.3,FALSE,TRUE,FALSE,TRUE,FALSE,0,2,FALSE,0,0,239,-1,FALSE,FALSE,2,9,8.5,11,26,FALSE,310,11770,47257,120294,1005851,3618,91479,77,240,FALSE
12,9,-1,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0,1,239,-1,FALSE,FALSE,2,8,7,10,110,FALSE,887,100000,100000,776626,835823,52778,52778,200,201,FALSE
14,4,3,14,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2,2,239,5,TRUE,FALSE,3,12.666667,13,15,4,FALSE,0,114,588,1060453,1060453,14255,14255,77,240,FALSE
12,4,-1,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,238,0,FALSE,FALSE,1,9.333333,10.5,11,670,FALSE,411,2417,2492,157349,162895,2207,3240,5,212,FALSE
12,5,7,12,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,2,239,-1,FALSE,FALSE,3,6.666667,3,14,2,FALSE,134,17149,18092,622831,700511,62745,62745,174,236,FALSE
14,5,-1,15,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE,1,1,239,4,FALSE,FALSE,2,11.333333,13.5,15,0,FALSE,3077,0,1288,105772,236122,12573,12573,150,180,FALSE
11,5,6,12,50,5.3,FALSE,TRUE,FALSE,TRUE,TRUE,0,4,FALSE,0,0,239,2,FALSE,FALSE,1,6.666667,6,8,79,FALSE,89,27733,94203,338430,6455100,52208,64551,4,201,FALSE
13,6,-1,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,239,5,TRUE,FALSE,2,6.333333,6.5,10,91,FALSE,1,11089,24621,5340,4582209,477,98947,6,240,FALSE
17,6,-1,17,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,3,3,239,5,TRUE,FALSE,2,6.666667,6,8,121,FALSE,0,100000,100000,1092571,1092571,81686,81686,240,240,FALSE
11,-1,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,237,-1,FALSE,FALSE,2,8.333333,9.5,15,360,FALSE,5,2253,2253,53033,53033,1734,1734,81,81,FALSE
11,4,5,12,50,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,0,1,239,0,FALSE,FALSE,1,7,6.5,9,325,FALSE,129,55027,100000,762817,762817,72842,72842,22,127,FALSE
13,4,1,13,45,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,235,-1,FALSE,FALSE,4,6.666667,6.5,8,3,FALSE,4,0,2669,2369,2730874,53,47630,71,520,FALSE
11,4,-1,11,50,5.4,FALSE,TRUE,FALSE,TRUE,FALSE,0,2,FALSE,2,2,239,9,FALSE,FALSE,2,5,4,7,17,FALSE,53,49969,100000,1268730,1577309,51814,67777,96,240,FALSE
11,9,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,239,-1,FALSE,FALSE,2,8,11,15,337,FALSE,589,99174,99174,500861,500861,64867,64867,61,92,FALSE
11,-1,-1,12,50,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,0,1,235,0,FALSE,FALSE,1,7,5,11,57,FALSE,251,39007,39007,311226,493906,21277,33100,105,225,FALSE
14,6,10,14,50,5.4,FALSE,TRUE,FALSE,TRUE,TRUE,0,1,FALSE,1,1,238,3,FALSE,FALSE,2,7.666667,8.5,11,4,FALSE,3,48,236,239757,290477,5199,6377,240,240,FALSE
12,2,1,13,24,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,237,-1,FALSE,FALSE,5,8.666667,9,10,5,FALSE,6,2947,2947,37911,37911,1603,1603,175,175,FALSE
10,5,-1,11,50,4.9,FALSE,TRUE,FALSE,TRUE,TRUE,0,2,FALSE,0,0,239,-1,FALSE,FALSE,7,9.5,9.5,12,370,FALSE,26,4545,4545,73517,73517,6209,6209,104,104,FALSE
11,-1,-1,11,50,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,238,-1,FALSE,FALSE,2,5.666667,6.5,11,3,FALSE,449,1416,20558,132726,308788,4380,32620,19,231,FALSE
10,4,3,10,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,2,FALSE,FALSE,2,9.666667,9.5,13,83,FALSE,6,34413,100000,79965,875175,26091,42909,30,216,FALSE
12,-1,-1,12,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2,2,-1,4,TRUE,FALSE,2,8,7.5,9,228,FALSE,12,10595,10595,49960,136200,3835,3835,1,151,FALSE
12,-1,-1,12,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,239,4,TRUE,FALSE,2,6.333333,6.5,7,129,FALSE,928,513,513,1530,6989,372,372,8,124,FALSE
12,4,-1,12,50,5.5,FALSE,TRUE,FALSE,TRUE,FALSE,0,1,FALSE,0,1,239,7,FALSE,FALSE,1,10,11,15,2,FALSE,546,30,6117,39013,773193,1749,21489,240,404,FALSE
13,4,4,14,50,5.2,FALSE,TRUE,FALSE,TRUE,TRUE,0,3,FALSE,1,2,239,-1,FALSE,FALSE,1,10.333333,9.5,12,1,FALSE,5,6978,6978,178027,461500,5389,8237,51,180,FALSE
12,4,5,13,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,236,0,FALSE,FALSE,2,11.666667,12,12,15,FALSE,31,100000,100000,999526,2457938,73168,97440,240,240,FALSE
11,4,4,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,FALSE,0,1,236,3,FALSE,FALSE,1,10.666667,10.5,11,24,FALSE,522,63943,63943,172107,1085421,37052,37052,78,240,FALSE
13,-1,-1,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,-1,4,TRUE,FALSE,3,4.333333,4.5,8,246,FALSE,101,42137,66835,194352,820471,10102,66562,109,180,FALSE
12,4,-1,13,50,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,239,-1,FALSE,FALSE,4,6.666667,6.5,8,78,FALSE,203,4572,9514,460583,460583,22021,22021,142,216,FALSE
11,-1,-1,12,50,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,238,-1,FALSE,FALSE,2,6.333333,6,7,27,FALSE,62,30073,30073,336732,336732,18353,18353,57,232,FALSE
12,8,-1,19,50,5.3,FALSE,TRUE,FALSE,FALSE,FALSE,0,8,FALSE,1,1,239,11,FALSE,FALSE,1,7.333333,6.5,9,5,FALSE,0,2958,100000,64832,3447835,5322,98654,93,132,FALSE
11,6,-1,12,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,3,FALSE,FALSE,3,11,11,13,137,FALSE,79,20543,24542,204430,325667,4607,18441,207,207,FALSE
10,4,0,11,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,-1,-1,FALSE,FALSE,4,5.666667,7,8,2,FALSE,2,6290,44703,407629,407629,15093,15093,136,224,FALSE
14,-1,-1,14,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,7,TRUE,FALSE,2,7.666667,10,11,113,FALSE,1243,4622,39107,220005,220005,5452,24539,198,198,FALSE
13,4,4,13,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE,2,2,238,11,FALSE,TRUE,1,6,6.5,7,118,TRUE,15,90887,100000,1078625,3949319,66921,97633,62,319,FALSE
14,4,-1,18,50,5.5,FALSE,TRUE,FALSE,TRUE,FALSE,0,3,FALSE,1,1,237,3,FALSE,FALSE,1,10.333333,8,15,2,FALSE,8,20288,27426,28554,132679,575,12810,232,246,FALSE
17,5,-1,17,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,2,2,239,5,TRUE,FALSE,1,11.333333,10.5,13,4,FALSE,719,22314,49520,805448,817166,44789,44789,273,273,FALSE
11,7,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2,2,239,3,FALSE,FALSE,4,8.333333,8.5,15,8,FALSE,1198,6225,100000,67629,6810147,1082,99952,162,174,FALSE
11,-1,-1,11,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,-1,TRUE,FALSE,2,7.333333,7.5,10,96,FALSE,2,3411,3411,4366,83687,390,1656,1,89,FALSE
11,-1,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,-1,FALSE,FALSE,5,10,11,15,205,FALSE,893,229,9316,19320,374682,304,23300,150,150,FALSE
11,4,4,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,237,-1,FALSE,FALSE,3,10.333333,12.5,15,1,FALSE,3,273,1757,207166,207166,6805,6805,152,243,FALSE
13,4,4,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,5,TRUE,FALSE,2,6,5.5,7,50,FALSE,16,67002,67002,376660,563072,63799,63799,217,226,FALSE
17,4,-1,20,50,5.3,FALSE,TRUE,FALSE,TRUE,TRUE,0,1,FALSE,0,0,239,1,FALSE,FALSE,1,8.333333,9,9,206,FALSE,176,71574,100000,384628,1808327,31825,38903,46,90,FALSE
13,4,1,13,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,2,TRUE,FALSE,1,8.333333,8,9,189,FALSE,301,100000,100000,285855,301237,14194,14194,60,150,FALSE
13,7,-1,13,40,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,-1,-1,TRUE,FALSE,4,7.333333,8,12,250,FALSE,0,18143,27693,334366,517796,73872,73872,28,168,FALSE
14,7,8,14,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,2,2,237,4,FALSE,FALSE,1,5.333333,6.5,10,355,FALSE,1,29077,29077,24613,63198,1506,8070,43,206,FALSE
12,-1,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,239,4,TRUE,FALSE,2,10.666667,11.5,15,1,FALSE,1,0,9105,17,196225,30,9183,10,20,FALSE
11,-1,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,239,3,FALSE,FALSE,1,8.666667,6.5,13,57,FALSE,770,41078,41078,351003,351003,11755,11755,140,160,FALSE
11,4,-1,11,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,-1,TRUE,FALSE,2,7.333333,7,10,94,FALSE,1629,1031,8875,66699,429176,3084,29534,223,223,FALSE
11,4,3,11,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,238,2,FALSE,FALSE,2,4.666667,4.5,11,8,FALSE,163,1840,1840,175100,426600,1751,4266,33,63,FALSE
11,3,-1,12,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,236,0,FALSE,FALSE,1,7.333333,6,11,258,FALSE,223,4688,19004,1815198,1815198,99758,99758,45,45,FALSE
10,7,-1,11,50,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,-1,FALSE,FALSE,4,10,11,12,66,FALSE,1224,596,13612,5223,14948,519,519,15,31,FALSE
12,7,-1,13,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2,2,238,4,FALSE,FALSE,6,11.666667,13,15,550,FALSE,921,100000,100000,4085560,5945956,99976,99976,240,390,FALSE
12,-1,-1,12,50,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,1,2,239,4,TRUE,TRUE,3,11.666667,13,15,452,FALSE,0,1522,1522,10141,10141,605,605,160,160,FALSE
14,4,3,15,50,5.2,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,0,2,235,1,TRUE,FALSE,1,6.333333,6.5,8,184,FALSE,7,17455,38682,943945,943945,38113,38113,114,143,FALSE
12,-1,-1,12,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,239,0,FALSE,FALSE,1,9.333333,7,15,277,FALSE,13,100000,100000,1491711,1491711,76130,76130,240,240,FALSE
10,-1,-1,11,35,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,5,FALSE,FALSE,4,7.666667,8,12,236,FALSE,1603,3495,3495,185015,185015,0,1615,0,207,FALSE
13,-1,3,14,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,239,-1,FALSE,FALSE,1,7.666667,8,10,3,FALSE,116,177,410,1185,65245,139,2671,29,175,FALSE
13,6,-1,14,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,1,FALSE,FALSE,1,8,9,12,920,FALSE,682,100000,100000,845027,845027,57211,57211,105,238,FALSE
11,8,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,1,FALSE,FALSE,2,8.333333,9,13,544,FALSE,837,43592,43592,1607400,1607400,16074,16794,123,232,FALSE
10,-1,-1,11,50,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,237,-1,FALSE,FALSE,3,6.666667,6,8,367,FALSE,112,100000,100000,2739268,2739268,78001,78001,240,240,FALSE
15,4,-1,16,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2,2,239,4,FALSE,FALSE,2,9,9,9,168,FALSE,0,100000,100000,1997451,1997451,80556,80556,240,240,FALSE
10,8,-1,11,46,4.8,FALSE,TRUE,FALSE,TRUE,FALSE,0,2,FALSE,0,0,237,-1,FALSE,FALSE,5,6.666667,7.5,8,241,FALSE,3,1010,7894,10938,119092,0,5429,0,48,FALSE
10,3,0,10,41,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,-1,-1,FALSE,FALSE,5,6,3,12,3,FALSE,5,4750,4750,226244,226244,7195,7195,43,95,FALSE
11,6,-1,11,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,3,TRUE,FALSE,7,13.666667,15,15,217,FALSE,1,519,5928,3111,54906,449,3923,45,45,FALSE
11,-1,-1,12,50,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0,1,239,-1,FALSE,FALSE,2,7.333333,9,11,3,FALSE,4,1003,1003,14274,113728,1353,2123,154,188,FALSE
10,4,-1,11,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,235,-1,FALSE,FALSE,6,8.666667,9,12,292,FALSE,40,1050,3849,29788,92070,2753,5669,114,233,FALSE
13,4,7,13,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,5,TRUE,FALSE,1,6.333333,7,8,3,FALSE,2097,36300,36300,390319,787911,16877,26680,151,212,FALSE
12,-1,-1,13,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,237,-1,FALSE,FALSE,4,8.666667,7.5,11,148,FALSE,107,16303,16303,174024,595694,25648,25648,231,231,FALSE
11,4,-1,12,50,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,239,-1,FALSE,FALSE,3,15,15,15,133,FALSE,87,488,2266,4413,10260,167,167,48,48,FALSE
12,-1,-1,12,50,5.1,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,1,1,-1,4,TRUE,FALSE,1,7.333333,7,10,73,FALSE,487,100000,100000,394144,507218,38899,65993,228,228,FALSE
11,9,-1,12,50,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,0,1,238,0,FALSE,FALSE,1,7.666667,8,10,64,FALSE,1559,77,100,2013,2013,100,165,157,157,FALSE
12,9,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,-1,6,TRUE,FALSE,3,13.333333,12.5,15,313,FALSE,126,4338,4338,19919,19919,434,434,64,64,FALSE
13,4,6,14,50,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,239,4,FALSE,FALSE,2,6.333333,6.5,8,26,FALSE,118,77860,100000,2739268,3810378,78001,79336,240,240,FALSE
11,4,-1,12,50,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,FALSE,0,1,235,0,FALSE,FALSE,1,8.666667,8.5,9,148,FALSE,15,7740,7740,67138,695164,3129,20590,101,240,FALSE
11,-1,-1,11,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,-1,3,TRUE,FALSE,6,6,6.5,9,494,FALSE,610,836,90536,101219,1607400,5516,70321,134,159,FALSE
