@relation tmp

@attribute oldpos_page numeric
@attribute articlesPos numeric
@attribute newspos numeric
@attribute list.size() numeric
@attribute pMaxMr numeric
@attribute pMaxTr numeric
@attribute isOfficial {FALSE,TRUE}
@attribute isFirstSite {FALSE,TRUE}
@attribute isOnlyOneTerm {FALSE,TRUE}
@attribute isNav {FALSE,TRUE}
@attribute isExNav {FALSE,TRUE}
@attribute fixRank1 numeric
@attribute site_num numeric
@attribute pageShowType {FALSE,TRUE}
@attribute vr_num_3_out numeric
@attribute vr_num_3_total numeric
@attribute weixinArticleClickPos numeric
@attribute firstBaikePos numeric
@attribute isFirstVideo {FALSE,TRUE}
@attribute isArticleOld {FALSE,TRUE}
@attribute queryTerms numeric
@attribute wxArticle_top3fr numeric
@attribute wxArticle_top2fr numeric
@attribute pMaxFr numeric
@attribute firstDate numeric
@attribute hasTimeliness {FALSE,TRUE}
@attribute avg3 numeric
@attribute rnum[0] numeric
@attribute maxRNum numeric
@attribute fans[0] numeric
@attribute maxFans numeric
@attribute avgread[0] numeric
@attribute maxAvgRead numeric
@attribute avgpublish[0] numeric
@attribute maxAvgPublish numeric
@attribute hasMingyiVr {FALSE,TRUE}

@data
11,8,-1,11,50,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,-1,FALSE,FALSE,3,14,14,15,6,FALSE,4,18,3412,1006,14540,24,1843,52,84,FALSE
11,-1,-1,12,44,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,-1,FALSE,FALSE,4,7,7,9,309,FALSE,223,28551,28551,94759,168623,7094,13651,55,107,FALSE
11,4,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,2,FALSE,FALSE,1,11,11.5,12,355,FALSE,1049,731,1107,16063,16792,0,211,0,85,FALSE
13,9,-1,14,50,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,1,FALSE,FALSE,3,10.666667,11.5,15,213,FALSE,931,12046,48053,214642,1190471,8232,45320,116,116,FALSE
13,-1,-1,14,50,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,1,2,239,0,FALSE,FALSE,1,7,8,10,45,FALSE,6,3366,4587,81699,88736,3275,3275,42,232,FALSE
11,7,8,12,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,238,2,FALSE,FALSE,1,9.333333,9.5,11,4,FALSE,969,3386,9001,217540,519391,6832,13972,102,152,FALSE
11,-1,-1,12,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,4,FALSE,FALSE,7,7.666667,7,15,311,FALSE,98,5627,17869,25051,570677,1574,79145,15,63,FALSE
13,4,6,14,50,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,FALSE,1,2,239,1,FALSE,FALSE,1,6.666667,8.5,9,119,FALSE,83,14549,47302,61760,1112110,2647,19695,28,189,FALSE
13,4,-1,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,239,1,TRUE,FALSE,1,6.666667,7,8,5,FALSE,96,100000,100000,699448,1585149,81720,81720,4,114,FALSE
11,4,1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,-1,FALSE,FALSE,4,7.333333,9,9,5,FALSE,4,4328,6324,10324,273488,4599,10521,44,118,FALSE
14,3,4,14,50,4.8,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,FALSE,1,1,239,1,FALSE,FALSE,1,4.666667,3.5,7,577,FALSE,344,100000,100000,876402,1134100,99620,99620,17,210,FALSE
11,5,6,11,50,5.3,FALSE,TRUE,FALSE,TRUE,TRUE,0,5,FALSE,0,1,239,2,FALSE,FALSE,1,7,8,10,90,FALSE,153,10949,100000,188777,1961058,4295,96542,140,232,FALSE
13,4,6,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,3,239,4,FALSE,FALSE,2,4.333333,5,8,5,FALSE,0,36924,56342,467887,467887,16928,48756,135,224,FALSE
11,3,-1,11,36,4.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,239,-1,FALSE,TRUE,2,6,7.5,8,714,FALSE,242,885,885,10088,16216,250,474,4,7,FALSE
13,4,5,13,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,-1,7,TRUE,FALSE,3,10.333333,12.5,14,294,FALSE,1,5921,7545,49755,185666,3416,9221,19,137,FALSE
11,3,-1,12,38,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,-1,FALSE,FALSE,6,9.666667,9,11,240,FALSE,25,385,3742,1577,161196,156,6538,22,231,FALSE
11,5,-1,11,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,239,-1,FALSE,FALSE,2,5.666667,5,9,3,FALSE,710,6675,6675,67000,67000,10482,10482,120,228,FALSE
11,6,-1,12,50,5.5,FALSE,TRUE,FALSE,TRUE,TRUE,0,5,FALSE,0,0,239,5,FALSE,FALSE,3,7.333333,6.5,9,25,FALSE,4,102,354,5543,5543,163,163,31,31,FALSE
14,5,-1,15,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2,2,239,5,FALSE,FALSE,1,7,7.5,15,336,FALSE,1708,1712,1712,293076,293076,7126,7126,24,78,FALSE
11,3,-1,11,47,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,-1,5,TRUE,FALSE,2,5.666667,5,8,470,FALSE,319,21217,21217,273773,273773,22993,22993,16,105,FALSE
10,8,-1,11,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,-1,4,FALSE,FALSE,3,7,7.5,8,3,FALSE,2197,220,247,7475,7475,457,457,3,11,FALSE
10,4,-1,11,50,5.4,FALSE,TRUE,FALSE,TRUE,TRUE,0,3,FALSE,0,0,235,7,FALSE,FALSE,2,6,7.5,10,63,FALSE,580,1197,2339,45379,45379,1962,1962,178,178,FALSE
14,-1,-1,15,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,238,3,FALSE,FALSE,4,7,7,8,2,FALSE,702,1922,26479,102234,268445,5008,29900,224,239,FALSE
16,4,8,17,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,1,2,239,0,FALSE,FALSE,2,6.333333,7,7,166,FALSE,4,53053,100000,1112326,1412033,27531,86404,132,150,FALSE
13,4,7,14,50,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,1,1,238,1,FALSE,FALSE,1,9.666667,9.5,12,47,FALSE,166,94809,94809,1822300,1822300,72472,72472,51,121,FALSE
10,4,-1,11,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,-1,6,FALSE,FALSE,4,9.333333,11,11,24,FALSE,1024,859,859,20731,20818,880,1263,224,224,FALSE
11,4,4,12,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,FALSE,0,1,239,2,FALSE,FALSE,1,8,7,10,88,FALSE,579,53203,72054,457119,457119,45737,45737,52,52,FALSE
13,-1,-1,13,50,5.4,FALSE,TRUE,FALSE,TRUE,TRUE,0,1,FALSE,1,1,239,5,FALSE,FALSE,3,4.333333,3.5,6,4,FALSE,8,9,6892,2269,432249,43,13585,144,240,FALSE
11,7,-1,12,27,4.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,-1,-1,FALSE,FALSE,6,8.333333,9,11,714,FALSE,743,682,3456,53891,166773,889,2709,105,199,FALSE
11,-1,-1,12,50,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,1,1,239,3,FALSE,FALSE,2,7.666667,9,13,182,FALSE,8,26129,26129,151520,413928,23979,28800,150,232,FALSE
12,-1,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,-1,4,TRUE,FALSE,3,7,9.5,10,2,FALSE,1,10,31872,22,374078,96,22220,2,128,FALSE
10,8,-1,11,45,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,-1,FALSE,FALSE,3,14,14.5,15,845,FALSE,503,112,134,12832,12832,701,701,3,11,FALSE
11,4,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,239,1,FALSE,FALSE,2,10.666667,10,14,70,FALSE,5,16931,16931,1123948,1123948,23471,23471,47,231,FALSE
13,4,-1,13,50,5.4,FALSE,TRUE,FALSE,TRUE,FALSE,0,2,FALSE,2,2,-1,3,TRUE,FALSE,1,7,7.5,9,166,FALSE,2,19796,52501,947480,4981600,44140,49816,83,83,FALSE
11,-1,-1,12,42,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,237,-1,FALSE,FALSE,2,9.5,9.5,10,228,FALSE,308,1915,1915,23602,23602,3358,3358,18,18,FALSE
12,4,9,21,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE,2,2,239,0,FALSE,FALSE,1,7.333333,6.5,9,11,FALSE,64,41251,63287,600032,600032,49710,49710,240,240,FALSE
12,4,-1,13,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,237,1,FALSE,FALSE,4,7.666667,7,9,177,FALSE,12,8553,10446,63160,232317,6316,12793,120,224,FALSE
12,5,-1,13,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0,1,239,-1,FALSE,FALSE,3,13,12.5,14,46,FALSE,95,92767,92767,547337,547337,92476,92476,133,187,FALSE
11,-1,-1,12,50,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,238,2,FALSE,FALSE,1,8.333333,12,13,21,FALSE,1036,1278,16426,41358,219905,2582,10845,62,101,FALSE
17,6,13,17,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2,2,236,4,TRUE,FALSE,2,6.333333,8.5,11,39,FALSE,4829,80520,82450,285780,720661,13517,20216,37,190,FALSE
11,-1,-1,12,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,239,1,FALSE,FALSE,2,7,6,9,292,FALSE,105,13632,22678,529911,850924,23480,23480,38,192,FALSE
14,4,3,15,50,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,1,2,239,0,FALSE,FALSE,1,10.333333,10.5,11,31,FALSE,5,61011,100000,53273,961192,45697,99006,44,226,FALSE
11,4,2,11,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,232,0,FALSE,TRUE,2,6.666667,7,9,414,FALSE,11,52764,100000,567263,712279,60536,99006,180,285,FALSE
12,-1,-1,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,1,1,238,0,FALSE,FALSE,1,8.666667,8,11,23,FALSE,78,10868,10868,106680,106680,6316,6316,202,202,FALSE
10,5,-1,10,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,-1,FALSE,TRUE,2,6.333333,8.5,11,714,FALSE,303,82397,82397,274066,274066,13422,25858,54,64,FALSE
13,4,7,13,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,235,1,FALSE,FALSE,1,11.666667,11.5,15,3,FALSE,521,13,1454,119102,256268,5689,7891,197,212,FALSE
12,-1,-1,13,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,233,0,FALSE,FALSE,1,6.333333,7.5,12,319,FALSE,1629,2635,2635,53025,53025,1930,2628,147,147,FALSE
13,-1,-1,13,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,3,TRUE,FALSE,2,4.666667,4,6,363,FALSE,897,27064,27064,167300,266188,1673,17301,76,186,FALSE
14,-1,-1,15,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,2,239,0,FALSE,FALSE,1,9,10,15,8,FALSE,80,17492,39991,449174,449174,61425,61425,69,232,FALSE
11,4,-1,12,47,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,238,-1,FALSE,FALSE,2,12.666667,13,15,212,FALSE,499,13662,13662,243659,243659,8652,8652,30,181,FALSE
10,6,-1,11,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,5,FALSE,FALSE,3,14.333333,15,15,135,FALSE,61,64013,64013,143003,143003,43100,43100,17,232,FALSE
13,4,-1,13,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,239,-1,FALSE,TRUE,2,11,11,14,469,FALSE,6,9500,9500,903139,903139,11523,12656,37,90,FALSE
13,-1,-1,14,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,234,0,FALSE,FALSE,1,7.333333,7,11,6,FALSE,468,4364,18822,74270,361753,4306,8683,75,229,FALSE
12,-1,-1,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0,2,239,0,FALSE,FALSE,1,8.333333,9,11,0,FALSE,38,0,509,3155,53300,106,533,38,43,FALSE
12,8,-1,13,50,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,1,2,235,1,TRUE,FALSE,1,8,7,10,22,FALSE,165,11585,13522,115155,529073,5055,23089,120,240,FALSE
13,9,-1,13,50,5.4,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,1,1,234,0,FALSE,FALSE,1,5.666667,7.5,8,52,FALSE,1752,11107,100000,113162,2774432,17340,70334,39,131,TRUE
12,-1,-1,13,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,237,3,FALSE,FALSE,2,9.333333,7.5,13,231,FALSE,107,10743,30707,385494,385494,29274,45621,58,80,FALSE
11,3,-1,11,45,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0,1,239,-1,FALSE,FALSE,5,6,2.5,13,335,FALSE,222,3404,54048,25459,324651,1767,18110,53,129,FALSE
11,7,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,233,-1,FALSE,FALSE,3,8.333333,8,9,229,FALSE,1915,1340,3367,22654,53300,1107,2389,54,58,FALSE
13,9,-1,13,50,5.2,FALSE,TRUE,TRUE,TRUE,FALSE,0,2,FALSE,0,1,239,3,FALSE,FALSE,1,7,8.5,10,147,FALSE,8,15020,22007,101376,697958,2822,17741,13,145,FALSE
14,-1,-1,14,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,3,239,4,TRUE,FALSE,1,10.666667,11,15,149,FALSE,0,1495,1495,68612,68612,1953,1953,35,86,FALSE
10,8,-1,11,43,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,1,FALSE,FALSE,3,7.333333,10,15,117,FALSE,1076,1395,6458,8044,87152,1622,9700,42,79,FALSE
13,8,-1,13,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,2,TRUE,FALSE,1,9.333333,8,15,11,FALSE,76,5217,26056,16233,115283,3313,45348,6,61,FALSE
11,5,-1,12,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,2,FALSE,FALSE,3,7.666667,6.5,10,350,FALSE,261,413,2249,34977,385928,494,6156,18,103,FALSE
10,4,-1,11,34,4.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,-1,FALSE,FALSE,7,8,8,10,191,FALSE,7,1564,1564,65979,136200,2451,2451,53,151,FALSE
13,8,-1,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,1,2,-1,1,TRUE,FALSE,1,8.666667,9,9,27,FALSE,70,8417,59178,575900,1221999,5759,56976,2,240,FALSE
16,9,-1,17,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,0,FALSE,FALSE,1,9.333333,9,10,31,FALSE,32,20550,20550,330660,330660,18867,18867,44,203,FALSE
12,5,7,13,50,5.1,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,1,2,239,0,FALSE,FALSE,1,8.333333,7.5,10,2,FALSE,77,2429,2429,117081,217666,4563,4821,218,240,FALSE
13,-1,-1,14,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,1,FALSE,FALSE,3,6.666667,6.5,11,29,FALSE,31,2817,58893,216582,2276987,7829,27675,178,211,FALSE
12,-1,-1,12,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,239,3,FALSE,FALSE,1,5,5.5,9,301,FALSE,1219,100000,100000,302996,655128,31053,34574,27,233,FALSE
13,-1,-1,13,50,5.4,FALSE,TRUE,FALSE,TRUE,FALSE,0,1,FALSE,1,1,236,5,FALSE,TRUE,2,8.333333,8.5,11,604,FALSE,7,59659,97162,632028,632028,71535,71535,174,299,FALSE
14,5,-1,15,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,239,1,FALSE,FALSE,3,13,12,15,86,FALSE,431,10242,10242,282669,282669,12034,12034,112,112,FALSE
10,8,-1,11,42,4.3,FALSE,TRUE,FALSE,TRUE,FALSE,0,1,FALSE,0,0,239,-1,FALSE,FALSE,4,7,7.5,8,432,FALSE,669,7178,7178,58109,58109,2705,3444,232,232,FALSE
11,4,-1,11,50,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,FALSE,0,0,239,8,FALSE,TRUE,4,7.333333,7.5,8,438,FALSE,6,2802,2802,160511,288171,12624,12624,3,213,FALSE
11,4,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,239,3,FALSE,FALSE,3,11,11,15,33,FALSE,213,405,405,14983,75911,401,1372,20,99,FALSE
13,-1,-1,14,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,2,239,0,FALSE,FALSE,1,6.333333,5,9,94,FALSE,38,25377,100000,163013,916095,14038,90270,114,447,FALSE
13,9,-1,14,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,0,FALSE,FALSE,1,6.333333,6,15,330,FALSE,564,8643,8776,4196,138325,296,3499,30,154,FALSE
12,5,-1,13,50,5.4,FALSE,TRUE,FALSE,TRUE,FALSE,0,2,FALSE,1,1,238,2,FALSE,FALSE,3,7.666667,8,8,338,FALSE,53,100000,100000,102515,1885849,5474,98133,57,154,FALSE
11,3,-1,12,24,4.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,239,-1,FALSE,FALSE,5,6.5,6.5,9,705,FALSE,697,5182,5182,26062,26062,1349,1349,63,63,FALSE
10,3,-1,11,41,4.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,-1,1,FALSE,FALSE,7,6,7,8,53,FALSE,59,1328,1710,87071,87071,2954,2954,52,133,FALSE
12,-1,-1,13,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,2,239,0,FALSE,FALSE,1,9,9,9,2,FALSE,7,1603,1603,78026,78026,4346,4346,211,240,FALSE
11,3,-1,12,45,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,8,FALSE,FALSE,4,7.333333,7.5,9,630,FALSE,650,19403,19403,44720,178284,1967,9663,104,136,FALSE
11,6,-1,20,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,236,6,FALSE,FALSE,1,10.666667,12.5,15,100,FALSE,8,1010,6000,10342,486777,608,10030,25,89,FALSE
12,8,-1,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0,1,239,0,FALSE,FALSE,1,8.666667,7.5,11,4,FALSE,687,1807,2465,17122,17122,1769,1849,9,9,FALSE
11,8,0,12,45,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,236,-1,FALSE,FALSE,7,9,9,12,5,FALSE,15,70308,70308,661559,661559,64971,64971,26,59,FALSE
11,7,-1,11,13,4.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,237,-1,TRUE,FALSE,6,7.666667,6,11,363,FALSE,2409,21985,21985,311531,311531,12365,12365,232,232,FALSE
13,8,11,13,50,5.4,FALSE,TRUE,FALSE,TRUE,FALSE,0,5,FALSE,1,1,239,12,FALSE,FALSE,1,2.666667,3,4,13,FALSE,2,11836,100000,83473,1404612,9156,98502,29,96,FALSE
11,6,-1,12,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0,1,239,0,FALSE,FALSE,1,7,6,9,130,FALSE,199,40568,60078,677098,1590457,36965,66099,182,240,FALSE
12,5,-1,13,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0,2,239,0,FALSE,FALSE,3,8.333333,6.5,12,84,FALSE,162,25941,25941,1478804,1478804,20736,20736,224,224,FALSE
11,8,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,-1,2,FALSE,FALSE,3,7,9,15,29,FALSE,391,848,13208,9021,503075,456,46239,125,131,FALSE
11,7,-1,11,50,5.6,FALSE,TRUE,FALSE,TRUE,TRUE,0,2,FALSE,0,0,-1,-1,FALSE,FALSE,2,11.333333,12,14,1,TRUE,6,43,776,14607,15717,523,776,3,95,FALSE
11,4,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,239,0,FALSE,FALSE,2,11,12.5,15,453,FALSE,1042,15956,15956,274180,274180,6516,6516,160,160,FALSE
12,-1,-1,12,50,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE,1,2,-1,-1,FALSE,TRUE,3,8,10,15,712,FALSE,0,45333,45333,130393,130393,2135,3846,190,190,FALSE
10,7,-1,11,50,5.4,FALSE,TRUE,FALSE,TRUE,TRUE,0,4,FALSE,0,0,239,-1,FALSE,FALSE,4,8.333333,9.5,10,214,FALSE,8,2784,4276,20578,20578,0,784,1,1,FALSE
13,4,5,13,50,5.4,FALSE,TRUE,FALSE,TRUE,FALSE,0,1,FALSE,1,1,239,2,FALSE,FALSE,1,5.666667,7,9,362,FALSE,21,48719,48719,203223,328903,72187,72187,16,71,FALSE
12,4,4,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0,0,236,0,FALSE,FALSE,1,11.333333,11.5,12,0,FALSE,1230,0,0,1065542,1065542,82972,82972,88,240,FALSE
12,3,-1,13,50,5.1,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,2,2,-1,-1,FALSE,FALSE,5,6.333333,8.5,9,427,FALSE,430,289,784,12891,18790,428,474,60,194,FALSE
15,-1,-1,15,50,5.3,TRUE,TRUE,FALSE,TRUE,TRUE,0,3,FALSE,1,1,239,7,FALSE,FALSE,2,7,8,8,39,FALSE,0,2553,35948,74494,198367,5572,79033,15,63,FALSE
12,8,-1,12,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,1,1,237,-1,FALSE,FALSE,2,6.333333,7,8,2,FALSE,982,35,3291,691,100321,45,3256,37,90,FALSE
10,5,-1,10,30,4.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0,0,239,-1,FALSE,FALSE,6,9.666667,10,12,81,FALSE,553,1128,1128,30924,30924,1165,1165,240,240,FALSE
11,4,5,11,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,239,0,FALSE,FALSE,1,8,4.5,15,0,FALSE,80,0,2984,233423,233423,2904,5697,130,182,FALSE
11,-1,-1,12,50,4.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,239,4,FALSE,FALSE,5,11.333333,12,12,131,FALSE,1115,34043,34043,2675792,2675792,43516,43516,240,240,FALSE
22,4,-1,23,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,FALSE,2,2,234,4,FALSE,FALSE,1,8,8,8,11,FALSE,15,2572,5097,240620,240620,5831,5831,54,85,FALSE
12,4,-1,18,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,FALSE,1,2,235,4,FALSE,FALSE,1,6,6.5,8,116,FALSE,5,100000,100000,407594,849540,14234,37772,21,90,FALSE
13,4,-1,14,50,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,FALSE,2,2,239,2,FALSE,FALSE,1,8,9,10,25,FALSE,111,8806,8806,250658,250658,9314,9314,69,121,FALSE
14,6,-1,15,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0,2,239,0,FALSE,FALSE,2,8.333333,8,9,0,FALSE,7,0,17852,38919,296265,2145,12590,7,240,FALSE
13,-1,-1,14,50,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,238,1,FALSE,FALSE,1,6.333333,6,7,71,FALSE,698,84697,100000,999526,1170423,73168,99134,240,240,FALSE
12,6,-1,13,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,0,FALSE,FALSE,2,8.666667,9,13,41,FALSE,818,10762,10762,74717,301409,5515,18498,16,97,FALSE
11,9,-1,12,41,4.1,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,239,-1,FALSE,FALSE,4,9.5,9.5,11,192,FALSE,73,256,258,47081,47081,0,0,0,0,FALSE
12,-1,-1,12,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,1,1,239,1,TRUE,FALSE,1,6,5.5,15,178,FALSE,695,100000,100000,567331,750346,53051,53051,64,129,FALSE
11,6,-1,12,46,4.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,1,239,7,FALSE,FALSE,5,7,7,8,529,FALSE,790,1428,1428,117622,117622,2472,2472,64,153,FALSE
11,8,-1,12,50,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,1,237,0,FALSE,FALSE,2,10.333333,12.5,14,22,FALSE,12,8461,8461,237326,237326,7491,8151,126,225,FALSE
12,9,-1,13,50,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,1,1,239,2,FALSE,FALSE,3,8.333333,8,9,179,FALSE,367,15051,30735,1039700,1039700,10397,10397,2,55,FALSE
11,4,-1,12,50,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0,0,236,1,FALSE,FALSE,1,7.333333,8.5,9,57,FALSE,400,2926,2926,206774,206774,4665,4665,66,66,FALSE
13,9,-1,13,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1,2,234,3,FALSE,TRUE,1,9.666667,9.5,12,793,FALSE,4,8086,11851,170140,1423320,10638,24724,232,232,FALSE
10,4,-1,11,48,4.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,-1,-1,FALSE,FALSE,3,6.333333,5.5,8,109,FALSE,901,27759,27759,292531,292531,20266,20266,219,219,FALSE
11,7,-1,11,50,5.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0,0,239,4,FALSE,TRUE,2,6.666667,6.5,8,753,FALSE,2,100000,100000,966137,5281823,56524,96850,199,240,FALSE
